smiles,predicted_pIC50,uncertainty,QED,MW,LogP,TPSA,HBD,HBA,penalty,final_score,parent_seed
OCCCc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.60684362259517,0.012370304564764819,0.7301863249817082,359.2270000000001,3.4558000000000026,70.93,2,5,0.0,8.959566480521259,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
C=CC(=O)Nc1nc2c(Cc3ccc(Cl)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,8.772067758531163,0.06450643926924787,0.4505534775423813,498.4140000000004,4.782400000000005,80.24000000000001,1,6,0.0,8.932838058033106,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1
OCCNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,8.612532009721061,0.03566551242823469,0.6713140375099609,315.76400000000007,2.8260000000000005,82.96,3,6,0.0,8.912523516047807,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
NCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.59981973899311,0.01814602637427679,0.6492450710868106,359.231,2.9015000000000004,88.75,3,6,0.0,8.906296248162239,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
ONC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.763090089496608,0.027578833324305836,0.3211210432358454,391.22900000000004,2.2399999999999993,115.22,5,8,0.0,8.896071777790224,OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
ONCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.687264141357577,0.016823710478921384,0.41002566413826635,361.20300000000003,2.8791,94.99,4,7,0.0,8.87545326294779,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
ONCNc1c(Br)cccc1Nc1ncnc2ccncc12,8.676545435991248,0.008000286148892687,0.41002566413826635,361.2030000000001,2.8791,94.99000000000001,4,7,0.0,8.873557981911489,OCCNc1c(Br)cccc1Nc1ncnc2ccncc12
CC(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.542502120618703,0.03737491554129968,0.7070755843039886,373.254,4.016800000000003,70.93,2,5,0.0,8.858664997229399,CN(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
NCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.545152671212449,0.01255173703756217,0.6492450710868106,359.23100000000005,2.9015000000000004,88.75,3,6,0.0,8.857223469718292,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
ONCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.66457344151715,0.027423828051068078,0.41002566413826635,361.2030000000001,2.8791,94.99000000000001,4,7,0.0,8.842162445535216,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1Cl,9.245273859951793,0.034833017145038093,0.2625362886851108,516.4040000000003,4.833000000000004,80.24000000000001,1,6,0.5,8.84170898714931,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1
CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1Br,9.182678134075427,0.03296631491474655,0.35108599877493185,548.2830000000001,4.432900000000003,73.39,2,6,0.5,8.825254818548146,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1
O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(F)c4F)c3c2)nn1)NO,8.744756781142684,0.034371349178272594,0.1993246092525451,453.45300000000015,3.975900000000001,117.85000000000001,3,7,0.0,8.810047736590684,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1Br,9.229890487266532,0.041476875730453985,0.23758760665785097,560.8550000000002,4.989100000000004,80.24000000000001,1,6,0.5,8.807207414865003,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1
OCC(O)CNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,8.571568161144173,0.038086694715554106,0.542629683867197,345.7900000000001,2.1868999999999996,103.19,4,7,0.0,8.804796308362217,OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1Cl,9.132033406575584,0.02120511330586164,0.38642785859834317,503.8320000000001,4.276800000000002,73.39,2,6,0.5,8.804042222568894,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1
O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(F)c4F)c3c2)nn1)NO,8.744756781142682,0.03437134917827386,0.1800993457769073,467.48000000000013,4.366000000000002,117.85000000000001,3,7,0.0,8.80043510485286,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
O=C(O)CCCCc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.52285527082189,0.02647029850146453,0.5733707186352277,401.26400000000007,4.328300000000003,88.0,2,5,0.0,8.783070331638038,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(F)c3)ncnc2cc1/C=C/CCN1CCOCC1,8.583147714405921,0.06515726276866395,0.5106541055933019,465.5040000000003,3.7538000000000027,80.24000000000001,1,6,0.0,8.773317504433908,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1
NCCNc1c(Br)cccc1Nc1ncnc2ccncc12,8.44385089515634,0.028256928073661557,0.6492450710868106,359.23100000000005,2.9015000000000004,88.75,3,6,0.0,8.740216502626083,OCCNc1c(Br)cccc1Nc1ncnc2ccncc12
CC(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1,8.986703874080039,0.03901479599786253,0.5368962255311137,424.90700000000015,5.657300000000005,58.120000000000005,1,4,0.5,8.716137190847732,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1
O=C(O)CCCCc1c(Br)cccc1Nc1ncnc2ccncc12,8.451376168817498,0.06240255608194807,0.5733707186352276,401.2640000000001,4.328300000000002,88.0,2,5,0.0,8.675658972053165,O=C(O)CCCNc1c(Br)cccc1Nc1ncnc2ccncc12
CNc1cc2ncnc(Nc3cccc(Cl)c3)c2cn1,8.244896085514283,0.018590615484994945,0.7714383625489651,285.73800000000006,3.4635000000000007,62.730000000000004,2,5,0.0,8.612024651303772,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
OCCCc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.24191561758727,0.014280711947532866,0.7301863249817082,359.22700000000003,3.4558000000000018,70.93,2,5,0.0,8.592728068130592,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CCc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.182931847419463,0.015157112846935319,0.7861342877006197,329.201,4.093300000000003,50.7,1,4,0.0,8.560841878422837,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
Nc1c(NC(=O)CCN2CCCCC2)ccc2ncnc(Nc3cccc(Br)c3)c12,8.325721154185322,0.04096579428981865,0.4593354719806407,469.38700000000006,4.532600000000003,96.17,3,6,0.0,8.514423095885824,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
