smiles,predicted_pIC50,uncertainty,QED,MW,LogP,TPSA,HBD,HBA,ring_count,rotatable_bonds,fraction_csp3,lipinski_violations,penalty,SA_score,has_PAINS,PAINS_alert,structural_alert_count,structural_alerts,severe_alert_count,severe_alerts,covalent_warhead_count,covalent_warheads,max_train_similarity,top5_train_similarity,applicability_score,max_market_similarity,closest_market_name,novelty_score,market_novelty_score,potency_support,chemistry_support,safety_support,domain_support,agent_support_min,agent_support_mean,agent_support_max,agent_disagreement_score,multi_agent_balance,potency_vs_guardrails_gap,potency_reward,chemistry_reward,safety_reward,novelty_reward,naive_reward,applicability_penalty,market_copy_penalty,uncertainty_penalty,disagreement_penalty,reactivity_penalty,anti_hacking_penalty,reward_hacking_risk,reward_hacking_risk_level,reward_hacking_flags,verified_reward,audit_pass,audit_status,veto,veto_reasons,potency_percentile,qed_percentile,sa_percentile,novelty_percentile,applicability_percentile,balance_percentile,risk_percentile,uncertainty_percentile,naive_multi_objective_score,multi_objective_score,naive_score,naive_rank,audit_status_penalty,final_score,audit_priority,rank,audit_demote_positions,audit_promote_positions,selection_bucket,parent_seed,round,closest_pose_reference,closest_pose_smiles,shape_similarity,protrude_similarity,usr_similarity,alignment_score_raw,alignment_score_norm,docking_rescore,docking_backend,structural_priority_score,structural_rank,closest_market_drug,closest_market_smiles
O=C(/C=C\F)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.008198305968923,0.0876310684407281,0.6673221117389069,387.2120000000001,4.125700000000002,67.77000000000001,1,5,3,5,0.0588235294117647,0,0.0,2.348080000000001,False,,0,,0,,0,,0.8333333333333334,0.7997338173018754,1.0,0.3378378378378378,Sunvozertinib,0.1666666666666666,0.6621621621621622,0.8157078285837212,0.7267163922256294,1.0,0.9155405405405406,0.7267163922256294,0.8644911903374728,1.0,0.2732836077743705,0.7267163922256294,-0.0650444823383354,8.87675170330783,0.3209924646800832,-0.0,0.5236486486486487,9.721392816636564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low,,9.721392816636564,True,pass,False,,0.835,0.7925,0.7375,0.07875,0.8875,0.9925,0.845,0.855,0.660625,0.76625,10.514142816636562,2,0.0,10.640892816636562,0,1,0,1,lead,O=C(/C=C\Cl)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,Osimertinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,0.5724437425977102,0.7529859788817725,0.759545316959218,114.7881184731506,0.8523831639418105,0.7159573600628494,reference_ligand,11.1778608366837,1,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1
COc1cc(C)c(C)cc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.298643741626208,0.0989752754503269,0.4560887691348292,388.471,4.395840000000003,83.06,3,5,4,6,0.217391304347826,0,0.0,3.0064733333333336,False,,0,,0,,0,,0.8035714285714286,0.7534126984126984,1.0,0.2441860465116279,Osimertinib,0.1964285714285714,0.7558139534883721,0.8803782425913231,0.5852152332805665,1.0,0.938953488372093,0.5852152332805665,0.8511367410609957,1.0,0.4147847667194335,0.5852152332805665,0.0389886687071033,9.150180828450717,0.0268568995696118,-0.0,0.5651370431893687,9.742174771209696,0.0,0.0,0.0,0.1434809583992919,0.0,0.1434809583992919,0.0,low,,9.598693812810405,True,pass,False,,0.9560669456066946,0.9476987447698744,0.9947698744769874,0.006276150627615,0.9748953974895398,0.8702928870292888,0.8158995815899581,0.7803347280334728,0.7702405857740585,0.8342050209205023,10.666463474138569,2,0.0,10.599739837915008,0,1,0,1,lead,CCOc1cc(C)c(C)cc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,3,Osimertinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,0.5639708517500897,0.763668715626011,0.677306968605816,114.02196544511426,0.8504861264440848,0.6982064665699179,reference_ligand,11.123394687842447,2,Osimertinib,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
[2H]C([2H])([2H])Oc1cc(C)c(C)cc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.31124644191766,0.0839531218669017,0.453837758950271,391.4893053340001,4.395840000000003,83.06,3,5,4,6,0.217391304347826,0,0.0,3.026595368893334,False,,0,,0,,0,,0.8103448275862069,0.7127611698183166,1.0,0.2111111111111111,Osimertinib,0.1896551724137931,0.7888888888888889,0.8940444251725834,0.583203253234444,1.0,0.9472222222222222,0.583203253234444,0.8561174751573124,1.0,0.416796746765556,0.583203253234444,0.0505692666870279,9.185316759117306,0.0215875840510535,-0.0,0.5720114942528736,9.778915837421232,0.0,0.0,0.0,0.145995933456945,0.0,0.145995933456945,0.0,low,,9.632919903964288,True,pass,False,,0.9619450317124736,0.6469344608879493,0.7610993657505285,0.0232558139534883,0.9460887949260042,0.8329809725158562,0.8118393234672304,0.8456659619450317,0.6810782241014799,0.7654334038054968,10.596209706343007,1,0.0,10.551439988530884,0,1,0,0,lead,[2H]C([2H])([2H])Oc1cc(C)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,2,Osimertinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,0.5247513165593914,0.729224264107985,0.7345543152016552,102.99899385049332,0.8203329561707369,0.6815019157003993,reference_ligand,11.062566425306184,3,Osimertinib,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CCOc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)c(OC)c1,9.424778586077164,0.0382277386420159,0.4080555322298783,404.4700000000001,4.1777000000000015,92.29,3,6,4,8,0.217391304347826,0,0.0,3.313133333333334,False,,0,,0,,0,,0.7796610169491526,0.7578283001246369,1.0,0.2439024390243902,Afatinib,0.2203389830508474,0.7560975609756098,0.9544352294698796,0.547002337598228,1.0,0.9390243902439024,0.547002337598228,0.8601154893280025,1.0,0.4529976624017719,0.547002337598228,0.1257596535225028,9.36743697811414,-0.0671753373353391,-0.0,0.5759818106655643,9.876243451444363,0.0,0.0,0.0,0.1912470780022149,0.0,0.1912470780022149,0.0,low,,9.68499637344215,True,pass,False,,1.0,0.5878661087866108,0.5920502092050209,0.0313807531380753,0.9748953974895398,0.6694560669456067,0.8158995815899581,0.9748953974895398,0.6626569037656904,0.7452928870292886,10.671431735963193,1,0.0,10.579347837877297,0,2,1,0,lead,COc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)c(OC)c1,3,Dacomitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0.3911379079337735,0.5770968652922903,0.9169987471036696,96.19258837409204,0.798750491764119,0.6354050131970426,reference_ligand,11.055901597775078,4,Afatinib,CN(C)CCOc1ccc2ncnc(Nc3ccccc3F)c2c1
CCOc1cc(C)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.466693563673,0.0557881390506045,0.4348209892776107,388.471,4.477520000000003,83.06,3,5,4,7,0.217391304347826,0,0.0,3.1064733333333336,False,,0,,0,,0,,0.8245614035087719,0.7263907753254103,1.0,0.2048192771084337,Afatinib,0.175438596491228,0.7951807228915663,0.9526216935828268,0.5696718005129423,1.0,0.9487951807228916,0.5696718005129423,0.8677721687046651,1.0,0.4303281994870577,0.5696718005129423,0.1131326998375487,9.383011355097093,-0.0094108802876067,-0.0,0.5675015852885225,9.941102060098007,0.0,0.0,0.0,0.1629102493588221,0.0,0.1629102493588221,0.0,low,,9.778191810739186,True,pass,False,,0.995,0.15125,0.2525,0.11875,0.8875,0.69125,0.845,0.955,0.539625,0.6484375,10.588652060098008,1,0.0,10.556316810739183,0,2,1,0,lead,CCOc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,1,Afatinib,CN(C)CCOC1=CC2=C(NC3=CC=CC=C3F)N=CN=C2C=C1,0.4438093060477878,0.6800981079187105,0.8176115208448215,87.0531914464099,0.7656375719712512,0.6462845758622449,reference_ligand,11.041030242635866,5,Afatinib,CN(C)CCOc1ccc2ncnc(Nc3ccccc3F)c2c1
COc1ccc(-c2cc3c(N[C@H](CF)c4ccccc4)ncnc3[nH]2)c(OC)c1,9.098414111384692,0.0440139786732709,0.474227228241751,392.4340000000001,4.764800000000003,72.06,2,5,4,7,0.1818181818181818,0,0.0,3.132893333333334,False,,0,,0,,0,,0.6721311475409836,0.653616314920297,0.9156660271278126,0.2531645569620253,Afatinib,0.3278688524590164,0.7468354430379747,0.8687937427748837,0.5903290780970657,1.0,0.8734583811053531,0.5903290780970657,0.8331453004943257,1.0,0.4096709219029343,0.5903290780970657,0.0475312563740774,9.032393143374788,0.0224750464235691,-0.0,0.600508123299903,9.65537631309826,0.0,0.0,0.0,0.1370886523786679,0.0,0.1370886523786679,0.0,low,,9.51828766071959,True,pass,False,,0.893305439330544,0.9832635983263598,0.8786610878661087,0.3629707112970711,0.8347280334728033,0.8765690376569037,0.8158995815899581,0.9644351464435148,0.8030334728033471,0.8405857740585775,10.619016480462276,3,0.0,10.526990589589882,0,3,0,0,lead,COc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)c(OC)c1,3,Afatinib,CN(C)CCOC1=CC2=C(NC3=CC=CC=C3F)N=CN=C2C=C1,0.4925961308812993,0.7241924157303371,0.7808989922860069,87.00995587218318,0.7654686312072537,0.664794085213537,reference_ligand,11.025586153500035,6,Afatinib,CN(C)CCOc1ccc2ncnc(Nc3ccccc3F)c2c1
[2H]C([2H])([2H])Oc1ccccc1-c1cc2c(N[C@H](CF)c3ccccc3)ncnc2[nH]1,9.118298805305129,0.0294552951153481,0.5172404728978485,365.426305334,4.756200000000003,62.83,2,4,4,6,0.1428571428571428,0,0.0,2.85284203556,False,,0,,0,,0,,0.8214285714285714,0.6974036986190745,0.9952794520346808,0.2278481012658227,Afatinib,0.1785714285714286,0.7721518987341772,0.883955994745538,0.624757566418432,1.0,0.9394975637095548,0.624757566418432,0.8620527812183812,1.0,0.3752424335815679,0.624757566418432,0.0292042847028757,9.074115862632103,0.1035998818495627,-0.0,0.5608225754860662,9.738538319967734,0.0,0.0,0.0,0.0940530419769599,0.0,0.0940530419769599,0.0,low,,9.644485277990777,True,pass,False,,0.8675,0.4675,0.41,0.13,0.765,0.935,0.845,0.9925,0.5713750000000001,0.6885,10.424188319967737,9,0.0,10.470685277990777,0,3,0,6,lead,[2H]C([2H])([2H])Oc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,1,Osimertinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,0.6072394692773413,0.7643911139938382,0.754046972431909,97.23951257275192,0.8022315827926602,0.716779327230384,reference_ligand,11.008269773413565,7,Afatinib,CN(C)CCOc1ccc2ncnc(Nc3ccccc3F)c2c1
CCOc1cc(C)c(C)cc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.35192306467994,0.0093014808203591,0.4141026137851056,402.4980000000001,4.785940000000004,83.06,3,5,4,7,0.25,0,0.0,3.199986666666667,False,,0,,0,,0,,0.8070175438596491,0.7068470571590266,1.0,0.2073170731707317,Afatinib,0.1929824561403509,0.7926829268292683,0.9564697295957332,0.5546800273253978,1.0,0.9481707317073172,0.5546800273253978,0.8648301221571121,1.0,0.4453199726746022,0.5546800273253978,0.122186143251495,9.3379708434494,-0.0408953862148944,-0.0,0.5746469833119384,9.871722440546444,0.0,0.0,0.0,0.1816499658432527,0.0,0.1816499658432527,0.0,low,,9.690072474703191,True,pass,False,,0.9746300211416492,0.3720930232558139,0.5613107822410148,0.0274841437632135,0.9460887949260042,0.6088794926004228,0.8118393234672304,0.9957716701902748,0.6026955602536997,0.6935517970401691,10.594957112850883,3,0.0,10.522334631151397,0,2,0,1,lead,CCOc1cc(C)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,2,Erlotinib,COc1cc2ncnc(Nc3ccc(Cl)c(C#C)c3)c2cc1OCCCN1CCOCC1,0.4042972415087258,0.5991379310344828,0.7815920273122987,99.3645103229621,0.8091132907205358,0.6199283488775442,reference_ligand,10.987280892809554,8,Afatinib,CN(C)CCOc1ccc2ncnc(Nc3ccccc3F)c2c1
[2H]C([2H])([2H])Oc1cc(OCC)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.428595278495868,0.033180330381762,0.4058402323010799,407.4883053340001,4.177700000000002,92.29,3,6,4,8,0.217391304347826,0,0.0,3.333255368893334,False,,0,,0,,0,,0.7868852459016393,0.7181739583643338,1.0,0.238095238095238,Afatinib,0.2131147540983606,0.7619047619047619,0.9589225883567336,0.5450099981927734,1.0,0.9404761904761904,0.5450099981927734,0.8611021942564243,1.0,0.4549900018072266,0.5450099981927734,0.1304271921337455,9.378824782923225,-0.0724089425981375,-0.0,0.5744730679156909,9.880888908240776,0.0,0.0,0.0,0.1937375022590332,0.0,0.1937375022590332,0.0,low,,9.687151405981744,True,pass,False,,0.9978858350951374,0.3340380549682875,0.2674418604651162,0.0465116279069767,0.9460887949260042,0.5496828752642706,0.8118393234672304,0.9619450317124736,0.5652748414376322,0.6597251585623679,10.559218717965935,5,0.0,10.478821596256584,0,3,0,2,lead,[2H]C([2H])([2H])Oc1cc(OC)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,2,Osimertinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,0.5176470588235293,0.7328589909443726,0.6771593375720064,99.85473207405543,0.8106665503475194,0.665846773878391,reference_ligand,10.978206676665376,9,Afatinib,CN(C)CCOc1ccc2ncnc(Nc3ccccc3F)c2c1
COc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)c(OC)c1,9.365490480750989,0.1131371393717048,0.4446694417376234,390.4430000000001,3.7876,92.29,3,6,4,7,0.1818181818181818,0,0.0,3.1196200000000007,False,,0,,0,,0,,0.8214285714285714,0.7851696217032467,1.0,0.2413793103448276,Osimertinib,0.1785714285714286,0.7586206896551724,0.8871766226275534,0.5745828083403083,1.0,0.9396551724137931,0.5745828083403083,0.8503536508454137,1.0,0.4254171916596917,0.5745828083403083,0.0490972957095194,9.195784771693427,-0.0050917400805584,-0.0,0.5579433497536945,9.748636381366564,0.0,0.0,0.0197057090575572,0.1567714895746146,0.0,0.1764771986321719,0.0,low,,9.572159182734392,True,pass,False,,0.985200845665962,0.6194503171247357,0.638477801268499,0.014799154334038,0.9460887949260042,0.758985200845666,0.8118393234672304,0.7209302325581395,0.6659619450317126,0.7415433403805497,10.54779071540462,6,0.0,10.462011191191053,0,4,0,2,lead,CCOc1cc(OC)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,2,Osimertinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,0.5264394829612221,0.726565034057736,0.7107565426271419,97.72274424926806,0.8038179852815763,0.6726726306937973,reference_ligand,10.9665156642114,10,Osimertinib,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CCOc1ccc(C)cc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.370047021654814,0.068787422121588,0.4348209892776107,388.471,4.477520000000003,83.06,3,5,4,7,0.217391304347826,0,0.0,3.1064733333333336,False,,0,,0,,0,,0.8245614035087719,0.7071167851696115,1.0,0.2048192771084337,Afatinib,0.175438596491228,0.7951807228915663,0.919360559928592,0.5696718005129423,1.0,0.9487951807228916,0.5696718005129423,0.8594568852911064,1.0,0.4303281994870577,0.5696718005129423,0.0798715661833139,9.266865888472433,-0.0094108802876067,-0.0,0.5675015852885225,9.824956593473347,0.0,0.0,0.0,0.1629102493588221,0.0,0.1629102493588221,0.0,low,,9.662046344114524,True,pass,False,,0.9725,0.15125,0.2525,0.11875,0.8875,0.69125,0.845,0.92,0.5295000000000001,0.6399375000000002,10.460356593473348,5,0.0,10.429971344114524,0,6,1,0,lead,CCOc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,1,Afatinib,CN(C)CCOC1=CC2=C(NC3=CC=CC=C3F)N=CN=C2C=C1,0.4968478648745094,0.7335792061819459,0.8074844531112679,98.1513407444451,0.8052143740149693,0.6834130780684633,reference_ligand,10.942531152665872,11,Afatinib,CN(C)CCOc1ccc2ncnc(Nc3ccccc3F)c2c1
COc1ccc(C)cc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.11952367890355,0.0679652007724874,0.4734806263536626,374.444,4.087420000000002,83.06,3,5,4,6,0.1818181818181818,0,0.0,2.91296,False,,0,,0,,0,,0.8214285714285714,0.7421161933430575,1.0,0.2413793103448276,Osimertinib,0.1785714285714286,0.7586206896551724,0.8573052791851461,0.5983774214175914,1.0,0.9396551724137931,0.5983774214175914,0.8488344682541327,1.0,0.4016225785824086,0.5983774214175914,0.0112944145746846,9.017575877744818,0.0547184445354808,-0.0,0.5579433497536945,9.630237672033994,0.0,0.0,0.0,0.1270282232280107,0.0,0.1270282232280107,0.0,low,,9.503209448805984,True,pass,False,,0.8668076109936576,0.7769556025369979,0.8551797040169133,0.014799154334038,0.9460887949260042,0.8657505285412262,0.8118393234672304,0.9027484143763214,0.6766913319238902,0.7710887949260042,10.44226727034266,8,0.0,10.428516002717188,0,5,0,3,lead,CCOc1ccc(C)cc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,2,Osimertinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,0.5018216006581266,0.6944218572125549,0.7134173357820787,97.7380908198378,0.8038681575504237,0.658172438216877,reference_ligand,10.922145331379847,12,Osimertinib,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
O=C(/C=C\Br)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.961454884336225,0.0306255808306566,0.5807156344667112,448.11800000000005,4.551100000000003,67.77000000000001,1,5,3,5,0.0588235294117647,0,0.0,2.7541200000000003,False,,0,,0,,0,,0.8490566037735849,0.8143462692370338,1.0,0.3243243243243243,Sunvozertinib,0.150943396226415,0.6756756756756757,0.8439258145025967,0.6634659066489988,1.0,0.9189189189189187,0.6634659066489988,0.8565776600176286,1.0,0.3365340933510011,0.6634659066489988,-0.0168691273533758,8.91551651309024,0.1734799874078876,-0.0,0.5206272310045894,9.609623731502715,0.0,0.0,0.0,0.0456676166887514,0.0,0.0456676166887514,0.0,low,,9.563956114813966,True,pass,False,,0.81,0.555,0.4325,0.04,0.8875,0.9625,0.845,0.99,0.5483750000000001,0.6925,10.267673731502716,26,0.0,10.394956114813963,0,8,0,18,lead,O=C(/C=C\Cl)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,Afatinib,CN(C)CCOC1=CC2=C(NC3=CC=CC=C3F)N=CN=C2C=C1,0.553547876549723,0.7357994389901823,0.6716912295842696,115.36698922659656,0.8538005003116479,0.6886900155852054,reference_ligand,10.911473626502868,13,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1
[2H]C([2H])([2H])Oc1cc(C)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.353805292594144,0.1368859516211939,0.4714033281284183,377.462305334,4.0874200000000025,83.06,3,5,4,6,0.1818181818181818,0,0.0,2.93308203556,False,,0,,0,,0,,0.8275862068965517,0.7363192708910173,1.0,0.2087912087912088,Osimertinib,0.1724137931034483,0.7912087912087912,0.8676311570137002,0.5964609829490917,1.0,0.9478021978021978,0.5964609829490917,0.8529735844412474,1.0,0.4035390170509083,0.5964609829490917,0.0195434300966037,9.148476365162352,0.0496228409762365,-0.0,0.564948844259189,9.763048050397778,0.0,0.0,0.0553289274317908,0.1294237713136354,0.0,0.1847526987454263,0.0,low,,9.578295351652352,True,pass,False,,0.9675,0.30375,0.4025,0.10375,0.8875,0.86125,0.845,0.6825,0.57725,0.6799375000000001,10.455748050397778,6,0.0,10.394220351652352,0,9,3,0,lead,[2H]C([2H])([2H])Oc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,1,Afatinib,CN(C)CCOC1=CC2=C(NC3=CC=CC=C3F)N=CN=C2C=C1,0.5051232007806783,0.7244576627011896,0.8137716342936036,96.0039501721994,0.7981167736680125,0.6839681730891992,reference_ligand,10.907196481469251,14,Osimertinib,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
COC(C)(C)COc1cnccc1-c1[nH]c2c(c1Nc1ccc(C)c(F)c1C)C(=O)NCC2,9.23372605594051,0.0452087517221525,0.4850605147304438,452.53000000000026,4.665940000000003,88.27000000000001,3,5,4,7,0.36,0,0.0,3.183533333333335,False,,0,,0,,0,,0.8285714285714286,0.768011583011583,1.0,0.145631067961165,Osimertinib,0.1714285714285713,0.854368932038835,0.9017853877796208,0.5943396933581543,1.0,0.9635922330097088,0.5943396933581543,0.8649293285368709,1.0,0.4056603066418457,0.5943396933581543,0.0491414123236664,9.16591292835728,0.0435305147304435,-0.0,0.5834535367545076,9.792896979842231,0.0,0.0,0.0,0.1320753833023071,0.0,0.1320753833023071,0.0,low,,9.660821596539924,True,pass,False,,0.93,0.37375,0.14125,0.095,0.8875,0.82,0.845,0.9775,0.5334375000000001,0.6628125,10.433021979842232,8,0.0,10.456196596539924,0,4,0,4,lead,COC(C)(C)COc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1C)C(=O)NCC2,1,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.3956373410524139,0.6781853623958887,0.6143719733670406,101.17333402827708,0.8147820860404688,0.6006800580310478,reference_ligand,10.90670664006321,15,Osimertinib,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
COc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)c(OC)c1C,9.182815837657012,0.0781866080215763,0.4295648624178765,404.47000000000014,4.096020000000001,92.29,3,6,4,7,0.217391304347826,0,0.0,3.2131333333333347,False,,0,,0,,0,,0.7627118644067796,0.7173331376721207,1.0,0.2359550561797752,Osimertinib,0.2372881355932203,0.7640449438202247,0.8659733337991495,0.5626786230477807,1.0,0.9410112359550562,0.5626786230477807,0.8424157982004965,1.0,0.4373213769522193,0.5626786230477807,0.0314100474648705,9.065535925624648,-0.030666007147341,-0.0,0.5859931441630166,9.620863062640325,0.0,0.0,0.0,0.1716517211902741,0.0,0.1716517211902741,0.0,low,,9.449211341450049,True,pass,False,,0.9225941422594144,0.8002092050209205,0.8075313807531381,0.0470711297071129,0.9748953974895398,0.7562761506276151,0.8158995815899581,0.8723849372384938,0.7057531380753138,0.7805962343096234,10.4677668283307,5,0.0,10.385926822621595,0,4,0,1,lead,COc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)c(OC)c1,3,Afatinib,CN(C)CCOC1=CC2=C(NC3=CC=CC=C3F)N=CN=C2C=C1,0.5100306820863818,0.7597117243803833,0.7998906562897291,90.33246183516172,0.7781027918267045,0.6849569128209323,reference_ligand,10.899644507237294,16,Osimertinib,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CCOc1cc(OC)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.425751702580266,0.0404016325354387,0.4080555322298784,404.47,4.177700000000002,92.29,3,6,4,8,0.217391304347826,0,0.0,3.313133333333334,False,,0,,0,,0,,0.7966101694915254,0.7333795735808447,1.0,0.2289156626506024,Afatinib,0.2033898305084746,0.7710843373493976,0.9531567828702592,0.547002337598228,1.0,0.9427710843373494,0.547002337598228,0.8607325512014592,1.0,0.4529976624017719,0.547002337598228,0.1232323088917334,9.365149253777108,-0.067175337335339,-0.0,0.5728507249336329,9.8708246413754,0.0,0.0,0.0,0.1912470780022149,0.0,0.1912470780022149,0.0,low,,9.679577563373186,True,pass,False,,0.985,0.10375,0.04625,0.225,0.8875,0.6025,0.845,0.9825,0.5159374999999999,0.6208125,10.489949641375402,4,0.0,10.424552563373188,0,7,3,0,lead,CCOc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,1,Afatinib,CN(C)CCOC1=CC2=C(NC3=CC=CC=C3F)N=CN=C2C=C1,0.4119337016574586,0.6552997011777113,0.8276301207705532,83.32056398770706,0.7505947178330244,0.6284114394280196,reference_ligand,10.895861142944202,17,Afatinib,CN(C)CCOc1ccc2ncnc(Nc3ccccc3F)c2c1
[2H]C([2H])([2H])Oc1ccc(C)cc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.146868128351112,0.0552324923239232,0.4714033281284183,377.462305334,4.0874200000000025,83.06,3,5,4,6,0.1818181818181818,0,0.0,2.93308203556,False,,0,,0,,0,,0.8275862068965517,0.708127963990033,1.0,0.2087912087912088,Osimertinib,0.1724137931034483,0.7912087912087912,0.8730542874610319,0.5964609829490917,1.0,0.9478021978021978,0.5964609829490917,0.8543293670530803,1.0,0.4035390170509083,0.5964609829490917,0.0249665605439354,9.064019389865228,0.0496228409762365,-0.0,0.564948844259189,9.678591075100655,0.0,0.0,0.0,0.1294237713136354,0.0,0.1294237713136354,0.0,low,,9.54916730378702,True,pass,False,,0.8825,0.30375,0.4025,0.10375,0.8875,0.86125,0.845,0.9575,0.539,0.6681875,10.325391075100656,16,0.0,10.35099230378702,0,12,0,4,lead,[2H]C([2H])([2H])Oc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,1,Afatinib,CN(C)CCOC1=CC2=C(NC3=CC=CC=C3F)N=CN=C2C=C1,0.5467806841046278,0.7648197009674582,0.8334890619019242,108.77778443686891,0.83683006478968,0.7202425082079162,reference_ligand,10.891174184942958,18,Osimertinib,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
[2H]C([2H])([2H])Oc1cc(OC)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.374898856283895,0.1045186274131436,0.4424444747416858,393.461305334,3.787600000000002,92.29,3,6,4,7,0.1818181818181818,0,0.0,3.1397420355600008,False,,0,,0,,0,,0.8135593220338984,0.7449674560373714,1.0,0.2289156626506024,Afatinib,0.1864406779661016,0.7710843373493976,0.8955616748817737,0.5725851520479273,1.0,0.9427710843373494,0.5725851520479273,0.8527294778167627,1.0,0.4274148479520727,0.5725851520479273,0.0571095960866816,9.218120915164182,-0.010335012410496,-0.0,0.565223606289565,9.773009509043252,0.0,0.0,0.0067779411197154,0.1592685599400909,0.0,0.1660465010598063,0.0,low,,9.606963007983444,True,pass,False,,0.9775,0.2025,0.16375,0.15625,0.8875,0.7175,0.845,0.8025,0.5361875,0.6407499999999999,10.416434509043253,10,0.0,10.375863007983446,0,10,0,0,lead,[2H]C([2H])([2H])Oc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,1,Osimertinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,0.534521420984303,0.7333225388601037,0.7118454779928306,105.99485951597772,0.8290836446125003,0.6833870118682179,reference_ligand,10.888403266884609,19,Afatinib,CN(C)CCOc1ccc2ncnc(Nc3ccccc3F)c2c1
