smiles,predicted_pIC50,uncertainty,QED,MW,LogP,TPSA,HBD,HBA,penalty,final_score,parent_seed,round,closest_market_drug,closest_market_smiles,max_market_similarity
OCC(O)COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.671498182542985,0.0182986617896225,0.5927599112347189,391.2250000000001,2.2628999999999992,100.39,3,7,0.0,8.949579476370722,OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,Afatinib,CN(C)CCOC1=CC2=C(NC3=CC=CC=C3F)N=CN=C2C=C1,0.28378378378378377
C=CC(=O)NC1=NNC=C2N=CN=C(Nc3cccc(OC)c3)C21,8.616929431032641,0.0440490997208464,0.728048669282674,324.3440000000001,1.2239999999999998,99.47,3,7,0.0,8.936904665953133,C=CC(=O)NC1=NNC=C2N=CN=C(Nc3cccc(C)c3)C21,3,Osimertinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,0.30120481927710846
C=CC(=O)Nc1nc2c(Cc3ccc(Cl)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,8.772067758531161,0.064506439269248,0.4505534775423813,498.4140000000004,4.782400000000005,80.24000000000001,1,6,0.0,8.932838058033104,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,1,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.28888888888888886
OCOCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.726835819505089,0.027612714136177,0.4500817764007963,376.21400000000006,2.8667000000000007,92.19,3,7,0.0,8.92426399356931,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.3108108108108108
OCCNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,8.612532009721061,0.0356655124282357,0.6713140375099609,315.76400000000007,2.8260000000000005,82.96,3,6,0.0,8.912523516047806,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.38235294117647056
NCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.599819738993112,0.0181460263742776,0.6492450710868106,359.231,2.9015000000000004,88.75,3,6,0.0,8.90629624816224,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.40298507462686567
OCOCNc1c(Br)cccc1Nc1ncnc2ccncc12,8.677909787002946,0.0103791822492889,0.4500817764007963,376.2140000000001,2.8667,92.19,3,7,0.0,8.892571492954055,OCCNc1c(Br)cccc1Nc1ncnc2ccncc12,1,Afatinib,CN(C)CCOC1=CC2=C(NC3=CC=CC=C3F)N=CN=C2C=C1,0.3055555555555556
NC(=O)COCCNc1c(Br)cccc1Nc1ncnc2ccncc12,8.684903465958312,0.0342139125979277,0.4824968055880063,417.2670000000001,2.4447,115.05,3,7,0.0,8.891937956154388,NC(=O)CCCNc1c(Br)cccc1Nc1ncnc2ccncc12,2,Afatinib,CN(C)CCOC1=CC2=C(NC3=CC=CC=C3F)N=CN=C2C=C1,0.2948717948717949
OCOCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.675654302098602,0.0115438598247015,0.4500817764007963,376.21400000000006,2.8667000000000007,92.19,3,7,0.0,8.889151330474299,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.38571428571428573
C=CC(=O)Nc1nc2c(Cc3ccc(Cl)c(Cl)c3)ncnc2cc1/C=C/CCN1CCNCC1,8.708728800329176,0.0617577117536726,0.4505262655251083,497.4300000000004,4.355400000000004,83.04,2,6,0.0,8.872234221338058,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCNCC1,2,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.2857142857142857
C=CC(=N)NC1=NC=C2N=CN=C(Nc3cccc(OC)c3)C21,8.62550692143051,0.0610958977540593,0.589759257255924,308.345,2.17007,94.22,3,6,0.0,8.859290652304413,C=CC(=N)NC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,2,Osimertinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,0.23529411764705882
NCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.545152671212453,0.0125517370375622,0.6492450710868106,359.23100000000005,2.9015000000000004,88.75,3,6,0.0,8.857223469718296,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.323943661971831
OCC(O)CNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,8.571568161144171,0.0380866947155528,0.542629683867197,345.7900000000001,2.1869,103.19,4,7,0.0,8.804796308362217,OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.3611111111111111
C=COC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,8.591494950379039,0.0253043206912999,0.4454231570566717,497.9580000000004,4.835600000000005,89.47,1,7,0.0,8.788902208216076,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,1,Dacomitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0.35714285714285715
OCC(O)OCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.590956391022091,0.0282949963364228,0.4422543456553051,406.2400000000001,2.227599999999999,112.42,4,8,0.0,8.783788567513321,OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.2948717948717949
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(F)c3)ncnc2cc1/C=C/CCN1CCOCC1,8.583147714405921,0.0651572627686637,0.5106541055933019,465.5040000000003,3.7538000000000022,80.24000000000001,1,6,0.0,8.77331750443391,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,1,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.3
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(F)c3)ncnc2cc1/C=C/CCN1CCOCOC1,8.539968467318374,0.0651148840167216,0.491105256410722,481.5030000000003,3.685400000000002,89.47000000000001,1,7,0.0,8.720406211507013,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCOC1,2,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.2872340425531915
C=COC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCNCC1,8.528462837206929,0.039711289851237,0.4461522150943935,496.97400000000033,4.408600000000003,92.27,2,7,0.0,8.711827654902889,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCNCC1,2,Gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCN(C)CC1,0.3069306930693069
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(F)c3)ncnc2cc1/C=C/CCN1CCOCCN1,8.528903274022877,0.0641636796589735,0.4783710264955358,480.5190000000003,3.258400000000001,92.27,2,7,0.0,8.703925107611672,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCCN1,3,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.28125
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(F)c3)ncnc2cc1/C=C/CCN1CCNCC1,8.509677268054332,0.0576594687124914,0.49793570332859,464.52000000000027,3.3268000000000013,83.04,2,6,0.0,8.700985651006135,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCNCC1,2,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.3
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(F)c3)ncnc2cc1/C=C/CCN1CCOCCO1,8.525477789801027,0.0703632207786766,0.491105256410722,481.5030000000003,3.685400000000002,89.47000000000001,1,7,0.0,8.70066719722771,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCCO1,2,Sunvozertinib,C=CC(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cn1,0.2872340425531915
