smiles,predicted_pIC50,uncertainty,QED,MW,LogP,TPSA,HBD,HBA,ring_count,rotatable_bonds,fraction_csp3,lipinski_violations,penalty,SA_score,has_PAINS,PAINS_alert,structural_alert_count,structural_alerts,severe_alert_count,severe_alerts,covalent_warhead_count,covalent_warheads,max_train_similarity,top5_train_similarity,applicability_score,max_market_similarity,closest_market_name,novelty_score,market_novelty_score,potency_support,chemistry_support,safety_support,domain_support,agent_support_min,agent_support_mean,agent_support_max,agent_disagreement_score,multi_agent_balance,potency_vs_guardrails_gap,potency_reward,chemistry_reward,safety_reward,novelty_reward,naive_reward,applicability_penalty,market_copy_penalty,uncertainty_penalty,disagreement_penalty,reactivity_penalty,anti_hacking_penalty,reward_hacking_risk,reward_hacking_risk_level,reward_hacking_flags,verified_reward,audit_pass,audit_status,veto,veto_reasons,potency_percentile,qed_percentile,sa_percentile,novelty_percentile,applicability_percentile,balance_percentile,risk_percentile,uncertainty_percentile,naive_multi_objective_score,multi_objective_score,naive_score,naive_rank,audit_status_penalty,final_score,audit_priority,rank,audit_demote_positions,audit_promote_positions,selection_bucket
C/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.24621861789742,0.06650152915676034,0.6685952655904649,383.249,4.218600000000003,67.77000000000001,1,5,3,5,0.1111111111111111,0,0.0,2.3216600000000005,False,,0,,0,,0,,1.0,0.8388197767145137,1.0,0.32,Sunvozertinib,0.0,0.6799999999999999,0.8900035840646225,0.7284327806901403,1.0,0.9199999999999999,0.7284327806901403,0.8846090911886907,1.0,0.2715672193098597,0.7284327806901403,0.007192657167909178,9.14646632416228,0.33145737670157593,-0.0,0.25399999999999995,9.731923700863854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low,,9.731923700863854,True,pass,False,,0.9895865617058204,0.8732101902931879,0.8059257422674022,0.5000309923758756,0.5699807847269571,0.9966838157813178,0.9576024298022686,0.7398499969007624,0.8408510506415423,0.8478723733961446,10.740944961633705,6,0.0,10.749370548939227,0,1,0,5,lead
COC(C)(C)COc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1C)C(=O)NCC2,9.64492553317416,0.10402352613245132,0.5102437252597349,438.5030000000002,4.357520000000003,88.27000000000001,3,5,4,7,0.3333333333333333,0,0.0,3.0900200000000018,False,,0,,0,,0,,1.0,0.865268873515063,1.0,0.18085106382978725,Afatinib,0.0,0.8191489361702128,0.963414915000824,0.6117871258159311,1.0,0.9547872340425532,0.6117871258159311,0.8824973187148271,1.0,0.3882128741840689,0.6117871258159311,0.10789012838132916,9.488890243975483,0.08007405859306804,-0.0,0.2957446808510638,9.864708983419614,0.0,0.0,0.00603528919867697,0.11026609273008615,0.0,0.11630138192876313,0.0,low,,9.748407601490852,True,pass,False,,0.9977685489369615,0.6921837228041902,0.6057149941114486,0.5000309923758756,0.5699807847269571,0.9768177028451,0.9576024298022686,0.5583586437736316,0.7782960391743632,0.7920907456765635,10.79866423042885,1,0.0,10.698916496302727,0,2,1,0,lead
CCOc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.6213947221666,0.055056965327310914,0.4521900852216164,374.444,4.169100000000002,83.06,3,5,4,7,0.18181818181818182,0,0.0,3.01296,False,,0,,0,,0,,1.0,0.86495670995671,1.0,0.21518987341772153,Afatinib,0.0,0.7848101265822784,0.9918088048125325,0.5828214699488121,1.0,0.9462025316455696,0.5828214699488121,0.8802082016017285,1.0,0.4171785300511879,0.5828214699488121,0.148800804281072,9.538809274175634,0.018427903403434583,-0.0,0.2854430379746835,9.842680215553752,0.0,0.0,0.0,0.14647316256398485,0.0,0.14647316256398485,0.0,low,,9.696207052989767,True,pass,False,,0.9976445794334594,0.5972850678733032,0.6251782061612843,0.5000309923758756,0.5699807847269571,0.9654125085229034,0.9576024298022686,0.8005950536168103,0.7621800037190852,0.7907363788508027,10.757296220016654,2,0.0,10.64509070761073,0,3,1,0,lead
[2H]C([2H])([2H])Oc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.386549939172665,0.03366205083326107,0.48554334727486254,363.435305334,3.7790000000000026,83.06,3,5,4,6,0.14285714285714285,0,0.0,2.839568702226667,False,,0,,0,,0,,1.0,0.8654312668463613,1.0,0.21839080459770116,Osimertinib,0.0,0.7816091954022988,0.9480740492098836,0.6078346601463027,1.0,0.9454022988505747,0.6078346601463027,0.8753277520516902,1.0,0.3921653398536973,0.6078346601463027,0.09699506287759108,9.336056862922774,0.07389375622657679,-0.0,0.2844827586206896,9.694433377770041,0.0,0.0,0.0,0.11520667481712162,0.0,0.11520667481712162,0.0,low,,9.57922670295292,True,pass,False,,0.9933676315626356,0.6533192834562698,0.6724725717473502,0.5000309923758756,0.5699807847269571,0.9753300688030745,0.9576024298022686,0.9027459245025724,0.7785563751317177,0.8086871629579122,10.628701027928102,10,0.0,10.549651298502415,0,4,0,6,lead
CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,8.963399705573321,0.11855868485638169,0.7684706048512752,331.177,2.967600000000001,75.62,2,6,3,3,0.07692307692307693,0,0.0,1.9000000000000001,False,,0,,0,,0,,1.0,0.7784795223278109,1.0,0.2676056338028169,Sunvozertinib,0.0,0.7323943661971831,0.7828588469938632,0.7995819095912782,1.0,0.9330985915492958,0.7828588469938632,0.8788848370336093,1.0,0.2171411530061368,0.7828588469938632,-0.12803465338632802,8.78556167828875,0.4911629125435828,-0.0,0.26971830985915496,9.546442900691487,0.0,0.0,0.02783802728457252,0.0,0.0,0.02783802728457252,0.0,low,,9.518604873406915,True,pass,False,,0.9773135808591087,0.9600818198723114,0.9299882228971673,0.5000309923758756,0.5699807847269571,0.9983264117027212,0.9576024298022686,0.49618793776730924,0.8713119072708114,0.8576086282774438,10.59201718941646,15,0.0,10.547735227339848,0,5,0,10,lead
Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,9.281393187494482,0.13026131909462493,0.5603847225017092,339.196,4.617200000000001,53.6,2,3,4,2,0.0,0,0.0,2.0,False,,0,,0,,0,,1.0,0.7321809954751132,1.0,0.28205128205128205,Gefitinib,0.0,0.717948717948718,0.854165373507383,0.6812885204528631,1.0,0.9294871794871795,0.6812885204528631,0.8662352683618564,1.0,0.31871147954713686,0.6812885204528631,-0.016093193139297912,9.086001208852544,0.26038472250170924,-0.0,0.2653846153846154,9.611770546738867,0.0,0.0,0.04539197864193739,0.023389349433921083,0.0,0.06878132807585847,0.0,low,,9.542989218663008,True,pass,False,,0.9902683939750822,0.7606768734891217,0.9004214963119073,0.5000309923758756,0.5699807847269571,0.9931196925556313,0.9576024298022686,0.4511250232442819,0.8328255749085725,0.8258538399553709,10.611161236629155,13,0.0,10.534013826609453,0,6,0,7,lead
COc1cc(CO)ccc1-c1cc2c(NC(C)c3ccccc3)ncnc2[nH]1,9.481133391168195,0.09021320105852576,0.468660740099691,374.444,4.298900000000003,83.06,3,5,4,6,0.18181818181818182,0,0.0,2.91296,False,,0,,0,,0,,1.0,0.8282553234484327,1.0,0.22727272727272727,Osimertinib,0.0,0.7727272727272727,0.9321341070510806,0.5957264839779071,1.0,0.9431818181818181,0.5957264839779071,0.8677606023027014,1.0,0.40427351602209294,0.5957264839779071,0.08583133966450562,9.345813589580406,0.04989855828150919,-0.0,0.2818181818181818,9.677530329680096,0.0,0.0,0.0,0.13034189502761617,0.0,0.13034189502761617,0.0,low,,9.54718843465248,True,pass,False,,0.9954131283704208,0.6260459926857993,0.652234550300626,0.5000309923758756,0.5699807847269571,0.971301059939255,0.9576024298022686,0.6215830905597223,0.7709864873241183,0.7887249736564804,10.602714114469038,14,0.0,10.493658403040255,0,7,0,7,lead
COc1ccccc1-c1cc2c(NC(CO)c3ccccc3)ncnc2[nH]1,9.33730942934638,0.03752519048573758,0.487358116928423,360.41700000000003,3.779000000000001,83.06,3,5,4,6,0.14285714285714285,0,0.0,2.819446666666667,False,,0,,0,,0,,1.0,0.9118823000898473,1.0,0.25301204819277107,Osimertinib,0.0,0.7469879518072289,0.9330597239965788,0.6096067079003762,1.0,0.9367469879518072,0.6096067079003762,0.8698533549621906,1.0,0.3903932920996238,0.6096067079003762,0.08427515871251767,9.281021643617773,0.07872683121413726,-0.0,0.27409638554216864,9.63384486037408,0.0,0.0,0.0,0.11299161512452978,0.0,0.11299161512452978,0.0,low,,9.52085324524955,True,pass,False,,0.9917870203929833,0.6561395896609434,0.6783921155395772,0.5000309923758756,0.5699807847269571,0.9756709849377053,0.9576024298022686,0.8819500402900886,0.7792970929151428,0.8082222773197794,10.56900137187225,18,0.0,10.490719978033285,0,8,0,10,lead
COc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.33730942934638,0.03752519048573758,0.487358116928423,360.41700000000003,3.779000000000001,83.06,3,5,4,6,0.14285714285714285,0,0.0,2.819446666666667,False,,0,,0,,0,,1.0,0.9118823000898473,1.0,0.25301204819277107,Osimertinib,0.0,0.7469879518072289,0.9330597239965788,0.6096067079003762,1.0,0.9367469879518072,0.6096067079003762,0.8698533549621906,1.0,0.3903932920996238,0.6096067079003762,0.08427515871251767,9.281021643617773,0.07872683121413726,-0.0,0.27409638554216864,9.63384486037408,0.0,0.0,0.0,0.11299161512452978,0.0,0.11299161512452978,0.0,low,,9.52085324524955,True,pass,False,,0.9917870203929833,0.6561395896609434,0.6783921155395772,0.5000309923758756,0.5699807847269571,0.9756709849377053,0.9576024298022686,0.8819500402900886,0.7792970929151428,0.8082222773197794,10.56900137187225,19,0.0,10.490719978033285,0,9,0,10,lead
Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,9.21587601235199,0.13503503734312056,0.5785608229687813,340.184,4.012200000000001,66.49000000000001,2,4,4,2,0.0,0,0.0,2.0,False,,0,,0,,0,,1.0,0.7838574423480084,1.0,0.29577464788732394,Sunvozertinib,0.0,0.704225352112676,0.834444476947813,0.6912853757097528,1.0,0.926056338028169,0.6912853757097528,0.8629465476714338,1.0,0.3087146242902472,0.6912853757097528,-0.038002760964827575,9.013323456337309,0.2785608229687813,-0.0,0.26126760563380275,9.553151884939894,0.0,0.0,0.052552556014680826,0.010893280362809024,0.0,0.06344583637748985,0.0,low,,9.489706048562404,True,pass,False,,0.9885948056778032,0.7834562697576396,0.9004214963119073,0.5000309923758756,0.5699807847269571,0.9945453418459059,0.9576024298022686,0.435070972540755,0.8366283394285006,0.8281085353003161,10.557105892254095,20,0.0,10.483436290922784,0,10,0,10,lead
