smiles,predicted_pIC50,uncertainty,QED,MW,LogP,TPSA,HBD,HBA,penalty,final_score,parent_seed,parent_predicted_pIC50,parent_uncertainty,parent_QED,parent_final_score,delta_predicted_pIC50,delta_QED,delta_final_score
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(F)c3)ncnc2cc1/C=C/CCN1CCOCC1,8.583147714405921,0.0651572627686639,0.5106541055933019,465.5040000000003,3.7538000000000022,80.24000000000001,1,6,0.0,8.773317504433908,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,9.382153026658898,0.0279236803141482,0.4839275266830337,9.596193109686268,-0.7990053122529766,0.02672657891026825,-0.82287560525236
OCCNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,8.612532009721061,0.0356655124282346,0.6713140375099609,315.76400000000007,2.8260000000000005,82.96,3,6,0.0,8.912523516047807,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.440956388733865,0.0113143435052717,0.6490621421214131,9.7541731162893,-0.8284243790128034,0.02225189538854777,-0.8416496002414924
NCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.59981973899311,0.0181460263742767,0.6492450710868106,359.231,2.9015000000000004,88.75,3,6,0.0,8.906296248162239,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.45207561134018,0.0208187913123357,0.6490621421214131,9.755787891088552,-0.8522558723470688,0.0001829289653975108,-0.8494916429263135
CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1Br,9.182678134075427,0.0329663149147465,0.3510859987749318,548.2830000000001,4.432900000000003,73.39,2,6,0.5,8.825254818548146,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,9.408758181162073,0.0170345657177272,0.5737333346179045,9.678590282753298,-0.2260800470866453,-0.22264733584297275,-0.853335464205152
CC(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1,8.986703874080039,0.0390147959978625,0.5368962255311137,424.90700000000015,5.657300000000005,58.120000000000005,1,4,0.5,8.716137190847732,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1,9.314458806464838,0.0447588835957084,0.6214205553234822,9.58041020053087,-0.32775493238479925,-0.08452432979236846,-0.8642730096831386
CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1Cl,9.132033406575584,0.0212051133058616,0.3864278585983431,503.8320000000001,4.276800000000002,73.39,2,6,0.5,8.804042222568894,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,9.408758181162073,0.0170345657177272,0.5737333346179045,9.678590282753298,-0.2767247745864889,-0.18730547601956143,-0.874548060184404
ONCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.687264141357577,0.0168237104789213,0.4100256641382663,361.203,2.8791,94.99,4,7,0.0,8.87545326294779,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.45207561134018,0.0208187913123357,0.6490621421214131,9.755787891088552,-0.7648114699826021,-0.2390364779831468,-0.880334628140762
NCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.545152671212449,0.0125517370375621,0.6492450710868106,359.23100000000005,2.9015000000000004,88.75,3,6,0.0,8.857223469718292,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.440956388733865,0.0113143435052717,0.6490621421214131,9.7541731162893,-0.8958037175214155,0.0001829289653975108,-0.8969496465710076
CNc1cc2ncnc(Nc3cccc(Cl)c3)c2cn1,8.244896085514283,0.0185906154849949,0.7714383625489651,285.73800000000006,3.4635000000000007,62.73,2,5,0.0,8.612024651303772,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.150625171571486,0.0142019388879788,0.7686164717854101,9.520731468576212,-0.9057290860572031,0.0028218907635549906,-0.9087068172724404
ONCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.66457344151715,0.027423828051068,0.4100256641382663,361.2030000000001,2.8791,94.99,4,7,0.0,8.842162445535216,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.440956388733865,0.0113143435052717,0.6490621421214131,9.7541731162893,-0.7763829472167139,-0.2390364779831468,-0.9120106707540838
