smiles_canonical,ic50_nm_median,pIC50_median,n_measurements,year_min,year_max,n_sources
CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,13.0,7.886056647693163,1,2002,2002,1
CNc1ncc2ncnc(Nc3ccccc3)c2n1,13.0,7.886056647693163,1,1997,1997,1
Fc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,13.0,7.886056647693163,1,1996,1996,1
OCC(CO)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,14.0,7.853871964321762,1,1997,1997,1
CN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCO,14.0,7.853871964321762,1,2001,2001,1
Brc1cccc(Nc2ncnc3cc4c(cc23)OCO4)c1,15.0,7.823908740944319,1,1996,1996,1
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],15.0,7.823908740944319,1,1996,1996,1
Nc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cn1,15.0,7.823908740944319,1,1995,1995,1
O=C(Nc1ccc(F)c(Cl)c1)c1ccc(OCCCN2CCCCC2)cc1O,15.4,7.8124792791635365,1,2015,2015,1
CN(CC(=O)O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,16.0,7.795880017344075,1,1997,1997,1
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,450.155,7.777197898363201,2,1996,1996,1
Cc1cccc(Nc2ncnc3cnc(N)nc23)c1,17.0,7.769551078621726,1,1997,1997,1
C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,18.0,7.7447274948966935,1,2002,2002,1
Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,18.0,7.7447274948966935,1,1996,1996,1
COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC,46.9,7.732986946971932,2,1996,1996,1
Clc1cccc(Nc2ncnc3n[nH]c(-c4ccccc4)c23)c1,19.0,7.721246399047171,1,1997,1997,1
CN(C)c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,19.8,7.703334809738469,1,1999,1999,1
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,20.0,7.698970004336019,1,2003,2003,1
COc1cccc2sc3c(Nc4cccc(Br)c4)ncnc3c12,20.0,7.698970004336019,1,1999,1999,1
O=C(C#CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,20.0,7.698970004336019,1,2001,2001,1
C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,170.1,7.695309527874646,2,2001,2001,1
CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,21.0,7.6777807052660805,1,1997,1997,1
O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1,22.0,7.657577319177793,1,2002,2002,1
CN(C)CCn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,22.0,7.657577319177793,1,1996,1996,1
Cc1cccc(NC(=O)c2ccc(OCCCN3CCCCC3)cc2O)c1,22.4,7.649751981665837,1,2015,2015,1
CC(C)([O-])CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,23.0,7.638272163982407,1,2011,2011,1
Clc1cccc(Nc2ncnc3ccccc23)c1,23.0,7.638272163982407,4,1995,1999,1
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1ccc(OCCCN2CCCCC2)cc1O,23.0,7.638272163982407,1,2015,2015,1
C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,24.0,7.619788758288394,1,2008,2008,1
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,24.0,7.619788758288394,1,2003,2003,1
COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCN(C(=O)N(C)C)CC5)CC4)c4ncnc(N)c34)cc2[nH]1,25.0,7.6020599913279625,1,2009,2009,1
O=[N+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,25.0,7.6020599913279625,1,1996,1996,1
Clc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,26.0,7.585026652029182,1,1997,1997,1
Oc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,26.0,7.585026652029182,1,1997,1997,1
c1ccc2ncncc2c1,27.0,7.568636235841012,1,1996,1996,1
Brc1cccc(Nc2ncnc3ccccc23)c1,27.0,7.568636235841012,2,1995,1996,1
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,27.0,7.568636235841012,1,2003,2003,1
CN(C)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,28.0,7.552841968657781,1,2009,2009,1
CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],28.0,7.552841968657781,1,1996,1996,1
Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,29.0,7.537602002101044,1,2002,2002,1
Brc1cccc(Nc2ncnc3ccc4[nH]cnc4c23)c1,29.0,7.537602002101044,2,1996,1999,1
CN(C)c1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,29.0,7.537602002101044,1,1997,1997,1
CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,29.0,7.537602002101044,1,1996,1996,1
COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,475.445,7.53644319403312,2,1996,1996,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c3s2)C1)N1CCOCC1,30.0,7.522878745280337,1,2009,2009,1
N#Cc1cnc2ccc(NCc3cnc[nH]3)cc2c1Nc1ccc(F)c(Cl)c1,30.0,7.522878745280337,1,2007,2007,1
COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCNCC5)CC4)c4ncnc(N)c34)cc2[nH]1,30.0,7.522878745280337,1,2009,2009,1
COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,30.0,7.522878745280337,1,1998,1998,1
CCOC(=O)N1CCN([C@H]2CC[C@H](n3nc(-c4ccc5nc(Cc6ccccc6OC)[nH]c5c4)c4c(N)ncnc43)CC2)CC1,30.0,7.522878745280337,1,2009,2009,1
COc1ccc2ncncc2c1,30.0,7.522878745280337,1,1996,1996,1
COc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,30.0,7.522878745280337,1,1997,1997,1
Brc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1,31.0,7.508638306165727,1,1999,1999,1
CCNC(=O)O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,32.0,7.494850021680094,1,2009,2009,1
CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,32.0,7.494850021680094,1,2009,2009,1
Clc1cccc(Nc2ncnc3n[nH]c(Nc4cccc(Cl)c4)c23)c1,33.0,7.481486060122112,1,1997,1997,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5cc(F)ccc5F)c4)c3s2)C1)N1CCOCC1,33.0,7.481486060122112,1,2009,2009,1
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,43.0,7.475390988664909,4,1996,2009,1
Brc1cccc(Nc2ncnc3cccnc23)c1,34.0,7.468521082957745,1,1996,1996,1
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(OCCCN2CCOCC2)cc1O,34.6,7.460923901207224,1,2015,2015,1
CN(C)CCNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,35.0,7.455931955649724,1,1997,1997,1
Brc1cccc(Nc2ncnc3ccncc23)c1,35.0,7.455931955649724,1,1996,1996,1
Brc1cccc(Nc2ncnc3sccc23)c1,35.0,7.455931955649724,1,1999,1999,1
CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,35.0,7.455931955649724,1,2004,2004,1
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(OCCCN2CCCCC2)cc1O,35.2,7.453457336521869,1,2015,2015,1
O=[N+]([O-])c1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,37.0,7.431798275933005,1,1997,1997,1
COc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,39.0,7.4089353929735005,1,1996,1996,1
CN(C)CCN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,40.0,7.3979400086720375,1,1997,1997,1
Brc1cccc(Nc2ncnc3c2sc2ncsc23)c1,40.0,7.3979400086720375,1,1999,1999,1
O=C(O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,40.0,7.3979400086720375,1,2009,2009,1
CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,40.0,7.3979400086720375,1,1997,1997,1
Nc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2cn1,40.0,7.3979400086720375,1,1995,1995,1
CS(=O)(=O)CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,40.0,7.3979400086720375,1,2009,2009,1
CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,40.0,7.3979400086720375,1,1996,1996,1
Cc1cccc(Nc2ncnc3cc(N)ncc23)c1,40.0,7.3979400086720375,1,1995,1995,1
NC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,40.0,7.3979400086720375,1,2009,2009,1
CN(C)C(=O)O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,40.0,7.3979400086720375,1,2009,2009,1
Clc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,40.0,7.3979400086720375,1,1996,1996,1
Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,41.0,7.3872161432802645,1,2002,2002,1
CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,41.0,7.3872161432802645,1,1997,1997,1
Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,44.0,7.356547323513812,1,1996,1996,1
Brc1cccc(Nc2ncnc3cc4ncsc4cc23)c1,44.0,7.356547323513812,1,1996,1996,1
CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,44.0,7.356547323513812,1,1998,1998,1
CN(C)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,45.0,7.346787486224656,1,1997,1997,1
O=C(Nc1cccc(Br)c1)c1ccc(OCCCN2CCCCC2)cc1O,45.7,7.34008379993015,1,2015,2015,1
Nc1ccc2sc3c(Nc4cccc(C(F)(F)F)c4)ncnc3c2c1,47.0,7.327902142064282,1,1999,1999,1
Nc1cnc(C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)cn1,47.0,7.327902142064282,1,2008,2008,1
O=[N+]([O-])c1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,48.0,7.318758762624412,1,1999,1999,1
CCNC(=O)O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,50.0,7.301029995663981,1,2009,2009,1
CCN(C)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,50.0,7.301029995663981,1,2009,2009,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c3s2)C1)N1CCOCC1,50.0,7.301029995663981,1,2009,2009,1
CNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,50.0,7.301029995663981,1,2009,2009,1
O=C(O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,50.0,7.301029995663981,1,2009,2009,1
Brc1cccc(Nc2ncnc3cnccc23)c1,51.0,7.292429823902063,1,1996,1996,1
CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,52.0,7.2839966563652006,1,1996,1996,1
Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],53.0,7.275724130399211,1,1996,1996,1
O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,53.0,7.275724130399211,1,1997,1997,1
COc1ccc2ncnc(Nc3ccccc3)c2c1,55.0,7.259637310505756,1,1996,1996,1
Fc1cccc(Nc2ncnc3ccccc23)c1,56.0,7.251811972993799,1,1996,1996,1
COc1cc2ncnc(NCc3ccccc3)c2cc1O,56.0,7.251811972993799,1,1995,1995,1
O=C(C#CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,57.0,7.2441251443275085,1,2001,2001,1
COCCCN1CCN([C@H]2CC[C@H](n3nc(-c4ccc5nc(Cc6ccccc6OC)[nH]c5c4)c4c(N)ncnc43)CC2)CC1,58.0,7.236572006437063,1,2009,2009,1
COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCOCC5)CC4)c4ncnc(N)c34)cc2[nH]1,58.0,7.236572006437063,1,2009,2009,1
O=[N+]([O-])c1ccc2sc3c(Nc4ccccc4)ncnc3c2c1,58.0,7.236572006437063,1,1999,1999,1
COc1ccc2c(NCc3ccccc3)ncnc2c1,58.0,7.236572006437063,1,1995,1995,1
c1ccc(Nc2ncnc3n[nH]c(Nc4ccccc4)c23)cc1,58.0,7.236572006437063,1,1997,1997,1
COCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,59.0,7.229147988357855,1,2001,2001,1
COCCN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,62.0,7.207608310501746,1,2001,2001,1
CCCN(CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCC,62.0,7.207608310501746,1,2001,2001,1
CCN(CC)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,63.0,7.200659450546418,1,2009,2009,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCNCC1,63.0,7.200659450546418,1,2009,2009,1
O=C(Nc1cccc(Cl)c1)c1ccc(OCCCN2CCCCC2)cc1O,63.9,7.1944991418416,1,2015,2015,1
C[C@H](N)C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,64.0,7.1938200260161125,1,2008,2008,1
CCN1CCN(CC#CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,65.0,7.187086643357144,1,2001,2001,1
Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4Cl)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1,65.0,7.187086643357144,1,2009,2009,1
COC[C@@H]1CCCN1CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,65.0,7.187086643357144,1,2001,2001,1
COCCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,65.0,7.187086643357144,1,2001,2001,1
COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,68.0,7.167491087293763,1,2003,2003,1
O=C(/C=C/CN1CCC(N2CCCCC2)CC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,68.0,7.167491087293763,1,2001,2001,1
CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],68.0,7.167491087293763,1,1996,1996,1
C[C@H](N)C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,69.0,7.161150909262744,1,2008,2008,1
Nc1cc2ncnc(Nc3cccc(O)c3)c2cn1,70.0,7.154901959985743,1,1995,1995,1
C=CCN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,71.0,7.1487416512809245,1,2001,2001,1
C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,71.0,7.1487416512809245,1,2008,2008,1
CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,71.0,7.1487416512809245,1,2004,2004,1
Brc1cccc(Nc2ncnc3c2[nH]c2ccccc23)c1,72.0,7.142667503568731,1,1999,1999,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,72.5,7.1419983281826,2,2009,2009,1
CCN(CC)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,73.0,7.136677139879544,1,2001,2001,1
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,74.0,7.130768280269024,1,2003,2003,1
O=C(NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F,74.0,7.130768280269024,1,2003,2003,1
O=C(/C=C/CN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,74.0,7.130768280269024,1,2001,2001,1
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCN(C)CC1,75.0,7.1249387366083,1,2002,2002,1
CN(C)C(=O)O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,79.0,7.102372908709558,1,2009,2009,1
O=C(O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,79.0,7.102372908709558,1,2009,2009,1
CN(C)C(=O)O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,79.0,7.102372908709558,1,2009,2009,1
C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,79.0,7.102372908709558,1,2003,2003,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,80.0,7.096910013008056,1,2009,2009,1
Ic1cccc(Nc2ncnc3ccccc23)c1,80.0,7.096910013008056,2,1995,1996,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CCCC(=O)O)cc3)nc21,80.0,7.096910013008056,1,1998,1998,1
COc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,80.0,7.096910013008056,1,1999,1999,1
CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,82.0,7.086186147616283,1,2004,2004,1
Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,82.0,7.086186147616283,1,1997,1997,1
CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,84.0,7.075720713938118,1,1996,1996,1
Clc1cccc(Nc2[nH]nc3ncnc(Nc4ccccc4)c23)c1,84.0,7.075720713938118,1,1997,1997,1
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1ccc(OCCCN2CCOCC2)cc1O,84.8,7.071604147743287,1,2015,2015,1
COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,85.0,7.070581074285707,1,2001,2001,1
CC(C)N(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,85.0,7.070581074285707,1,2001,2001,1
O=C(Nc1cccc(Br)c1)c1ccc(OCCCN2CCOCC2)cc1O,85.8,7.066512712151295,1,2015,2015,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,86.0,7.065971819088479,2,1998,2000,1
Nc1cc2ncnc(Nc3ccc(Br)cc3)c2cn1,90.0,7.045757490560675,1,1995,1995,1
COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,90.0,7.045757490560675,1,2017,2017,1
CCCN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCC,90.0,7.045757490560675,1,2001,2001,1
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC/C=C/CN1CCCC1,90.0,7.045757490560675,1,2002,2002,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,90.0,7.045757490560675,1,2009,2009,1
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,93.0,7.031517051446065,1,2003,2003,1
O=S(=O)(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,93.5,7.029188389127482,1,2001,2001,1
O=C(C#CCN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,95.0,7.022276394711152,1,2001,2001,1
COc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,96.0,7.017728766960431,1,1997,1997,1
CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)C(C)C,97.0,7.013228265733755,1,2001,2001,1
Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,98.0,7.008773924307505,1,2003,2003,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCCC1,99.0,7.00436480540245,1,2009,2009,1
COc1cc2c(Nc3cc(O)c(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1,100.0,7.0,1,2002,2002,1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC/C=C/CN1CCCC1,100.0,7.0,1,2002,2002,1
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,100.0,7.0,1,2002,2002,1
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCCC1,100.0,7.0,1,2002,2002,1
COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,100.0,7.0,1,2002,2002,1
CC(=O)Nc1cc2ncnc(NCc3ccccc3)c2cn1,100.0,7.0,1,1996,1996,1
Nc1ccc2c(Nc3ccccc3)ncnc2c1,100.0,7.0,1,1996,1996,1
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCOCC1,100.0,7.0,1,2002,2002,1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@H]1CCCN(C)C1,100.0,7.0,1,2002,2002,1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCN1CCN(C)CC1,100.0,7.0,1,2002,2002,1
COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,189.0,6.990649750666878,2,1995,1996,1
CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,104.0,6.982966660701219,1,2003,2003,1
Nc1cccc2c(Nc3cccc(Br)c3)ncnc12,105.0,6.978810700930062,1,1995,1995,1
CCCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCC,105.0,6.978810700930062,1,1996,1996,1
O=C(/C=C/CN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,106.0,6.97469413473523,1,2001,2001,1
C=C(CN1CCOCC1)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,107.0,6.97061622231479,1,2001,2001,1
Fc1cccc(COc2ccc(Nc3ncnc4sc(C#C[C@H]5CCCN5)cc34)cc2Cl)c1,109.0,6.962573502059376,1,2008,2008,1
COc1cc2ncnc(Nc3cc(Br)cc(Br)c3)c2cc1OC,113.0,6.94692155651658,1,1996,1996,1
CN1CCC=C(C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)C1,115.0,6.939302159646388,1,2001,2001,1
Cc1nc(Nc2cccc(Br)c2)c2cc(NCCN3CCOCC3)ncc2n1,117.0,6.931814138253838,1,1998,1998,1
Nc1cc2ncnc(Nc3cccc(Cl)c3)c2cn1,120.0,6.920818753952375,1,1995,1995,1
CN(CCN(CCN1CCOCC1)CCN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,120.0,6.920818753952375,1,2008,2008,1
CC(c1cccc(F)c1)n1ncc2cc(Nc3ncnc4cc(C#C[C@@H]5C[C@@H](OC(=O)N6CCOCC6)CN5)sc34)ccc21,120.0,6.920818753952375,1,2009,2009,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cscn5)c(Cl)c4)c3s2)C1)N1CCOCC1,120.0,6.920818753952375,1,2009,2009,1
CN(C)c1ccc2ncncc2c1,120.0,6.920818753952375,1,1996,1996,1
COc1ccc2c(Nc3ccccc3)ncnc2c1,120.0,6.920818753952375,1,1996,1996,1
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,123.64,6.907841003608732,1,2015,2015,1
Fc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,124.0,6.906578314837764,1,1996,1996,1
N#CC(=Cc1ccc(O)cc1)C(=N)C(C#N)C#N,125.0,6.903089986991944,1,1989,1989,1
CCNC(=O)O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,125.0,6.903089986991944,1,2009,2009,1
COc1cc2ncnc(Nc3ccccc3Br)c2cc1OC,128.0,6.892790030352131,1,1996,1996,1
COc1cccc(Nc2ncnc3cc(N)ncc23)c1,130.0,6.886056647693163,1,1995,1995,1
COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCN(C(C)=O)CC5)CC4)c4ncnc(N)c34)cc2[nH]1,130.0,6.886056647693163,1,2009,2009,1
Cc1cccc(Nc2ncnc3n[nH]c(Nc4cccc(Cl)c4)c23)c1,130.0,6.886056647693163,1,1997,1997,1
Clc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Br)c4)c23)c1,130.0,6.886056647693163,1,1997,1997,1
COC[C@@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,131.0,6.882728704344236,1,2001,2001,1
