smiles_canonical,ic50_nm_median,pIC50_median,n_measurements,year_min,year_max,n_sources
Cn1c2ccccc2c2ncnc(Nc3cccc(Br)c3)c21,132.0,6.8794260687941495,1,1999,1999,1
COc1cccc2ncnc(Nc3cccc(Br)c3)c12,139.0,6.856985199745905,1,1995,1995,1
Cc1cccc(NC(=O)c2ccc(OCCCN3CCOCC3)cc2O)c1,142.1,6.8474059220725305,1,2015,2015,1
Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,147.0,6.8326826652518236,1,1999,1999,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,150.0,6.823908740944319,1,1998,1998,1
CN(CCN(CCN1CCOCC1)CCN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,150.0,6.823908740944319,1,2008,2008,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5S(=O)(=O)c5cccs5)c4)c3s2)C1)N1CCOCC1,150.0,6.823908740944319,1,2009,2009,1
COc1cc2ncnc(N(C)c3cccc(Br)c3)c2cc1OC,152.0,6.818156412055227,1,1996,1996,1
CC(=O)c1cc(NCc2cnc[nH]2)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12,156.0,6.806875401645538,1,2007,2007,1
O=[N+]([O-])c1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12,158.0,6.801342913045577,1,1999,1999,1
CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,159.0,6.798602875679549,1,1996,1996,1
Nc1ncnc2n[nH]c(Nc3cccc(Cl)c3)c12,160.0,6.795880017344075,1,1997,1997,1
COc1cc2ncc(C#N)c(Nc3ccc(F)c(C(F)(F)F)c3)c2cc1OC,160.0,6.795880017344075,1,2000,2000,1
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,170.0,6.769551078621726,1,2002,2002,1
Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O,180.0,6.7447274948966935,1,2002,2002,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(NCc4cccc(Oc5ccccc5)c4)c3s2)C1)N1CCOCC1,180.0,6.7447274948966935,1,2009,2009,1
COc1cc2ncc(C#N)c(Nc3cccc(Cl)c3)c2cc1OC,180.0,6.7447274948966935,1,2000,2000,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Oc5ccccn5)c(Cl)c4)c3s2)C1)N1CCOCC1,190.0,6.721246399047171,1,2009,2009,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,190.0,6.721246399047171,1,1998,1998,1
COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,190.0,6.721246399047171,1,2000,2000,1
c1ccc(CNc2ncnc3c2sc2ccccc23)cc1,191.0,6.718966632752272,1,1999,1999,1
COC[C@@H]1CCCN1C/C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,194.0,6.7121982700697735,1,2001,2001,1
O=C(Nc1cccc(Cl)c1)c1ccc(OCCCN2CCOCC2)cc1O,195.8,6.708187312532881,1,2015,2015,1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,200.0,6.698970004336019,1,2002,2002,1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCNCC1,200.0,6.698970004336019,1,2002,2002,1
Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,200.0,6.698970004336019,1,2008,2008,1
COc1ccc2ncnc(NCc3ccccc3)c2c1,200.0,6.698970004336019,1,1995,1995,1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,200.0,6.698970004336019,1,2002,2002,1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCNCC1,200.0,6.698970004336019,1,2002,2002,1
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,200.0,6.698970004336019,1,1998,1998,1
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C,200.0,6.698970004336019,1,2002,2002,1
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCN(C)CC1,200.0,6.698970004336019,1,2002,2002,1
O=C(/C=C/CN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,203.0,6.692503962086787,1,2001,2001,1
CN(C)CCn1cnc2c(Cl)c3c(Nc4cccc(Br)c4)ncnc3cc21,203.0,6.692503962086787,1,1996,1996,1
COc1cccc(N2CCN(CC(O)COc3ncnc4ccccc34)CC2)c1,208.43,6.681039771472459,1,2015,2015,1
Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,210.0,6.6777807052660805,1,2002,2002,1
CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,210.0,6.6777807052660805,1,1998,1998,1
O=C(/C=C/N1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,215.0,6.667561540084394,1,2001,2001,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,220.0,6.657577319177793,1,1998,1998,1
Nc1nc(N)c2c(Nc3cccc(Cl)c3)[nH]nc2n1,220.0,6.657577319177793,1,1997,1997,1
COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,220.0,6.657577319177793,1,1998,1998,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5S(=O)(=O)c5cccc(F)c5)c4)c3s2)C1)N1CCOCC1,230.0,6.638272163982407,1,2009,2009,1
Nc1cc2ncnc(NCc3ccccc3N)c2cn1,230.0,6.638272163982407,1,1995,1995,1
COc1cc2ncc(C#N)c(Nc3ccc(C(C)C)cc3)c2cc1OC,230.0,6.638272163982407,1,2000,2000,1
Nc1cc2ncnc(Nc3ccccc3Br)c2cn1,240.0,6.619788758288394,1,1995,1995,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1,240.0,6.619788758288394,1,2009,2009,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(c4)c(F)cn5Cc4ccccc4)c3s2)C1)N1CCOCC1,240.0,6.619788758288394,1,2009,2009,1
Nc1cc2ncnc(Nc3ccccc3)c2cn1,250.0,6.6020599913279625,1,1995,1995,1
CN(C)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,250.0,6.6020599913279625,1,2001,2001,1
COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,250.0,6.6020599913279625,1,1998,1998,1
Cc1ccc2ncnc(Nc3cccc(C(N)=O)c3)c2c1,250.0,6.6020599913279625,1,1996,1996,1
Nc1cc2ncnc(Nc3cccc(I)c3)c2cn1,260.0,6.585026652029182,1,1995,1995,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,260.0,6.585026652029182,1,1998,1998,1
CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,263.0,6.580044251510242,1,2003,2003,1
COc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,263.0,6.580044251510242,1,1996,1996,1
c1ccc(Nc2ncnc3[nH]c4ccccc4c23)cc1,264.0,6.578396073130168,1,1999,1999,1
C/C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,269.0,6.570247719997592,1,2001,2001,1
CC(C)(C)OC(=O)Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,270.0,6.568636235841012,1,1997,1997,1
Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1,270.0,6.568636235841012,1,2009,2009,1
Brc1cccc(Nc2ncnc3c2ccc2[nH]cnc23)c1,272.0,6.565431095965801,2,1996,1999,1
COc1ccc(N2CCN(CC(O)COc3ncnc4ccccc34)CC2)cc1,276.12,6.558902135283732,1,2015,2015,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Oc5ccnc6ccc(F)cc56)c(Cl)c4)c3s2)C1)N1CCOCC1,280.0,6.552841968657781,1,2009,2009,1
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1,300.0,6.522878745280337,1,2002,2002,1
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN(C)c1ccncc1,300.0,6.522878745280337,1,2002,2002,1
COc1cc2c(Nc3cc(O)c(C)cc3F)ncnc2cc1OCC1CCN(C)CC1,300.0,6.522878745280337,1,2002,2002,1
COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,300.0,6.522878745280337,1,2002,2002,1
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCC1CCN(C)CC1,300.0,6.522878745280337,1,2002,2002,1
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1,300.0,6.522878745280337,1,2002,2002,1
OC(COc1ncnc2ccccc12)CN1CCN(c2cccc(C(F)(F)F)c2)CC1,306.91,6.512988960789208,1,2015,2015,1
c1ccc(CNc2ncnc3ccccc23)cc1,320.0,6.494850021680094,1,1995,1995,1
CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2n1,324.0,6.489454989793388,1,1996,1996,1
COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1,330.0,6.481486060122112,1,1998,1998,1
N#C/C(=C\c1cc(O)c(O)c(Br)c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,340.0,6.468521082957745,1,1996,1996,1
OC(COc1ncnc2ccccc12)CN1CCN(c2ccc(Cl)c(Cl)c2)CC1,343.52,6.464047972907826,1,2015,2015,1
c1ccc(Nc2ncnc3ccccc23)cc1,344.0,6.46344155742847,2,1995,1996,1
N#Cc1cnc2cc(O)c(O)cc2c1Nc1cccc(Br)c1,350.0,6.455931955649724,1,2000,2000,1
O=[N+]([O-])c1cccc2ncnc(Nc3cccc(Br)c3)c12,355.0,6.449771646944906,1,1995,1995,1
COc1ccccc1N1CCN(CC(O)COc2ncnc3ccccc23)CC1,356.78,6.447599498839317,1,2015,2015,1
COc1cc2ncc(C#N)c(Nc3ccccc3C(C)C)c2cc1OC,360.0,6.443697499232712,1,2000,2000,1
Nc1ncnc2c1c(-c1ccc3nc(Cc4cccs4)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1,361.0,6.442492798094342,1,2009,2009,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1,370.0,6.431798275933005,1,1991,1991,1
Nc1cnc(C#Cc2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)cn1,372.0,6.429457060118103,1,2008,2008,1
N#C/C(=C\c1ccc(O)c(O)c1)S(=O)(=O)/C(C#N)=C/c1ccc(O)c(O)c1,380.0,6.42021640338319,1,1996,1996,1
Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1,380.0,6.42021640338319,1,1997,1997,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(F)cc3)nc21,380.0,6.42021640338319,1,2000,2000,1
O=[N+]([O-])c1ccc(N2CCN(CC(O)COc3ncnc4ccccc34)CC2)cc1,381.94,6.418004856238925,1,2015,2015,1
COc1cc2ncnc(Nc3ccccc3)c2cc1OC,2564.5,6.415015913001554,2,1996,1996,1
Cc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)ccc1F,390.0,6.4089353929735005,1,2000,2000,1
Cc1ccc(N2CCN(CC(O)COc3ncnc4ccccc34)CC2)c(C)c1,394.82,6.403600855826012,1,2015,2015,1
OC(COc1ncnc2ccccc12)CN1CCN(c2ccccc2)CC1,399.63,6.39834191697906,1,2015,2015,1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,400.0,6.3979400086720375,1,2002,2002,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,400.0,6.3979400086720375,1,1996,1996,1
C[C@@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,400.0,6.3979400086720375,1,1991,1991,1
Cc1cc(Oc2ccc(Nc3ncnc4cc(C#C[C@@H]5C[C@@H](OC(=O)N6CCOCC6)CN5)sc34)cc2Cl)no1,400.0,6.3979400086720375,1,2009,2009,1
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCOCC1,400.0,6.3979400086720375,1,2002,2002,1
OC(COc1ncnc2ccccc12)CN1CCN(c2ccc(F)cc2)CC1,403.12,6.394565654652288,1,2015,2015,1
OC(COc1ncnc2ccccc12)CN1CCN(c2ccccc2F)CC1,408.51,6.388797307817827,1,2015,2015,1
OC(COc1ncnc2ccccc12)CN1CCN(c2cccc(Cl)c2Cl)CC1,409.11,6.388159904779943,1,2015,2015,1
Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,410.0,6.3872161432802645,1,2002,2002,1
OC(COc1ncnc2ccccc12)CN1CCN(c2cccc(Cl)c2)CC1,412.87,6.3841866727266465,1,2015,2015,1
OC(COc1ncnc2ccccc12)CN1CCN(c2ccccc2Cl)CC1,417.61,6.379229110358235,1,2015,2015,1
C[C@@H](Nc1ncnc2c1[nH]c1ccccc12)c1ccccc1,419.0,6.377785977033705,1,1999,1999,1
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCC,420.0,6.376750709602099,1,2000,2000,1
[O-]CCOCn1ccc2ncnc(Nc3cnc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,429.0,6.367542707815275,1,2011,2011,1
OC(COc1ncnc2ccccc12)CN1CCN(Cc2ccccc2)CC1,434.79,6.361720453074155,1,2015,2015,1
Nc1cccc2ncnc(Nc3cccc(Br)c3)c12,439.0,6.357535479757878,1,1995,1995,1
Cc1nccn1CC(O)COc1ncnc2ccccc12,443.95,6.352665939675612,1,2015,2015,1
COc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1OC,444.0,6.35261702988538,1,1999,1999,1
CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,450.0,6.346787486224656,1,1997,1997,1
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,450.0,6.346787486224656,1,2002,2002,1
COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1,450.0,6.346787486224656,1,2002,2002,1
COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCNCC1,450.0,6.346787486224656,1,2002,2002,1
Cc1cn(CC(O)COc2ncnc3ccccc23)cn1,451.84,6.34501532496431,1,2015,2015,1
CN(C)CC(O)COc1ncnc2ccccc12,454.83,6.342150897535831,1,2015,2015,1
c1ccc(CNc2ncnc3c2[nH]c2ccccc23)cc1,460.0,6.337242168318426,1,1999,1999,1
O=[N+]([O-])c1ccc2sc3c(Nc4cccc(C(F)(F)F)c4)ncnc3c2c1,460.0,6.337242168318426,1,1999,1999,1
CCN1CCN(CC(O)COc2ncnc3ccccc23)CC1,461.54,6.335790654277333,1,2015,2015,1
COc1cc2nc(N)nc(Nc3cccc(Br)c3)c2cc1OC,463.0,6.334419008982047,1,1996,1996,1
OC(COc1ncnc2ccccc12)CN1CCCCC1,473.58,6.324606646810992,1,2015,2015,1
CN1CCN(CC(O)COc2ncnc3ccccc23)CC1,474.32,6.323928562663093,1,2015,2015,1
Cc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,480.0,6.318758762624412,1,1998,1998,1
OC(COc1ncnc2ccccc12)CN1CCOCC1,482.86,6.316178769954371,1,2015,2015,1
OC(COc1ncnc2ccccc12)Cn1ccnc1,483.26,6.315819150439844,1,2015,2015,1
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,490.0,6.309803919971486,1,1998,1998,1
COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCNCC1,500.0,6.301029995663981,1,2002,2002,1
COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCNCC1,500.0,6.301029995663981,1,2002,2002,1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,500.0,6.301029995663981,1,2002,2002,1
N#CC(=Cc1cc(O)c(O)c(Br)c1)C(=N)C(C#N)C#N,500.0,6.301029995663981,1,1989,1989,1
N#Cc1cnc2c(F)cc(NCc3cnc[nH]3)cc2c1Nc1ccc(F)c(Cl)c1,500.0,6.301029995663981,1,2007,2007,1
N#CC(C#N)=C1[C][C]c2cc([O])c([O])cc21,500.0,6.301029995663981,1,1991,1991,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,500.0,6.301029995663981,1,1996,1996,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21,510.0,6.292429823902063,1,1998,1998,1
C[C@@H](Nc1ncnc2c1sc1ccccc12)c1ccccc1,538.0,6.269217724333611,1,1999,1999,1
O=[N+]([O-])c1ccc2c(Nc3cccc(I)c3)ncnc2c1,540.0,6.267606240177031,1,1996,1996,1
CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,540.0,6.267606240177031,1,2004,2004,1
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC,540.0,6.267606240177031,1,2000,2000,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1,560.0,6.251811972993799,1,1991,1991,1
Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,574.0,6.241088107602026,1,1996,1996,1
FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,577.0,6.238824186844269,2,1995,1996,1
Nc1cc2ncnc(NCc3ccccc3)c2cn1,579.0,6.237322084008267,2,1995,1996,1
COc1cc2c(NCc3ccccc3)ncnc2cc1O,588.0,6.230622673923861,1,1995,1995,1
Cc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,600.0,6.221848749616356,1,1996,1996,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,600.0,6.221848749616356,1,1996,1996,1
N#C/C(=C\c1cc(O)c(O)c(O)c1)C(=O)NCCCCNC(=O)/C(C#N)=C/c1cc(O)c(O)c(O)c1,600.0,6.221848749616356,1,1996,1996,1
c1ccc(CNc2ncnc3cccnc23)cc1,603.0,6.219682687859849,1,1996,1996,1
COc1cc2ncc(C#N)c(Nc3ccc(Br)c(C)c3)c2cc1OC,620.0,6.207608310501746,1,2000,2000,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Sc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,630.0,6.200659450546418,1,2009,2009,1
COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,660.0,6.180456064458131,1,1998,1998,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,670.0,6.173925197299173,1,1998,1998,1
COc1ccc(Nc2ncnc3cc(N)ncc23)cc1,670.0,6.173925197299173,1,1995,1995,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5Cc5cscn5)c4)c3s2)C1)N1CCOCC1,680.0,6.167491087293763,1,2009,2009,1
Fc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,684.0,6.164943898279883,1,1996,1996,1
Brc1cccc(Nc2ncnc3ncccc23)c1,688.0,6.162411561764489,1,1996,1996,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,700.0,6.154901959985743,1,1996,1996,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,700.0,6.154901959985743,1,1991,1991,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,700.0,6.154901959985743,1,1996,1996,1
Brc1cccc(Nc2ncnc3c2sc2ncccc23)c1,732.0,6.135488918941608,1,1999,1999,1
Brc1cccc(Nc2ncnc3c2oc2ccccc23)c1,740.0,6.130768280269024,1,1999,1999,1
COc1cc2ncc(C#N)c(Nc3cccc(F)c3)c2cc1OC,740.0,6.130768280269024,1,2000,2000,1
Cn1c2ccccc2c2c(Nc3cccc(Br)c3)ncnc21,742.0,6.1295960947209736,1,1999,1999,1
Brc1cccc(Oc2ncnc3ccccc23)c1,756.0,6.121478204498794,1,1995,1995,1
COc1cc2ncc(C#N)c(Nc3cccc(SC)c3)c2cc1OC,760.0,6.119186407719209,1,2000,2000,1
Nc1ccc2ncnc(Nc3ccccc3)c2c1,770.0,6.113509274827518,1,1996,1996,1
COc1cc2c(Nc3ccc(C#N)cc3F)ncnc2cc1OC/C=C/CN1CCCC1,800.0,6.096910013008056,1,2002,2002,1
Nc1ncnc2c1c(-c1ccccc1)nn2-c1ccccc1,800.0,6.096910013008056,1,1997,1997,1
N#CC(=Cc1cc(O)c(O)c(O)c1)C(=N)C(C#N)C#N,800.0,6.096910013008056,1,1989,1989,1
O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,810.0,6.09151498112135,1,1996,1996,1
COc1cc2ncc(C#N)c(Nc3cccc(N)c3)c2cc1OC,820.0,6.086186147616283,1,2000,2000,1
CN(CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)CCS(C)(=O)=O,830.0,6.080921907623926,1,2003,2003,1
Nc1cc2ncnc(Nc3cccc(F)c3)c2cn1,840.0,6.075720713938118,1,1995,1995,1
COc1cc2ncc(C#N)c(Nc3cccc(Br)c3C)c2cc1OC,840.0,6.075720713938118,1,2000,2000,1
COc1cccc(Nc2ncnc3ccccc23)c1,842.0,6.0746879085003505,1,1995,1995,1
COc1cc2ncc(C#N)c(Nc3cccc(N(C)C)c3)c2cc1OC,850.0,6.070581074285707,1,2000,2000,1
N#C/C(=C\c1cc(O)c(O)c(Br)c1)S(=O)(=O)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,850.0,6.070581074285707,1,1996,1996,1
O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,850.0,6.070581074285707,1,1994,1994,1
C[C@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,860.0,6.065501548756432,1,1991,1991,1
COc1cc2ncc(C#N)c(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,870.0,6.060480747381382,1,2000,2000,1
Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,870.0,6.060480747381382,1,1997,1997,1
Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1,880.0,6.055517327849831,1,1991,1991,1
O=[N+]([O-])c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,898.5,6.046482523758291,2,1995,1996,1
CCC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccoc1,900.0,6.045757490560675,1,2005,2005,1
N[C@H](Cc1c([Se][Se]c2[nH]c3ccccc3c2C[C@@H](N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,900.0,6.045757490560675,1,1997,1997,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,910.0,6.040958607678906,1,1998,1998,1
Cc1cccc(Nc2ncnc3ccccc23)c1,910.0,6.040958607678906,1,1995,1995,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,930.0,6.031517051446064,1,1991,1991,1
COc1cc(/C=C(\C#N)S(=O)(=O)/C(C#N)=C/c2cc(O)c(O)c(OC)c2)cc(O)c1O,940.0,6.026872146400301,1,1996,1996,1
Nc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,940.0,6.026872146400301,1,1996,1996,1
Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)CCN(CCN4CCOCC4)CCN(C)/N=N/c4ccc5ncnc(Nc6cccc(C)c6)c5c4)cc23)c1,950.0,6.022276394711152,1,2008,2008,1
COc1cccc2c(Nc3cccc(Br)c3)ncnc12,974.0,6.011441043121384,1,1995,1995,1
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCC,980.0,6.008773924307505,1,2000,2000,1
Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,1000.0,6.0,1,2008,2008,1
Nc1cc2ncnc(NCc3cccc(Br)c3)c2cn1,1000.0,6.0,1,1995,1995,1
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,1000.0,6.0,1,1990,1990,1
C=C(C)CN1C(=O)C(=C)SC1=NN=c1scc(O)n1C,1000.0,6.0,1,1990,1990,1
O=[N+]([O-])c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,1000.0,6.0,2,1995,1996,1
CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,1000.0,6.0,1,1994,1994,1
COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCN(C)CC1,1000.0,6.0,1,2002,2002,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,1000.0,6.0,1,1998,1998,1
Cc1ccc2ncnc(Nc3cccc(C(=O)O)c3)c2c1,1000.0,6.0,1,1996,1996,1
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(Oc6ccccn6)cccc5c4)c3s2)C1)N1CCOCC1,1050.0,5.978810700930062,1,2009,2009,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,1100.0,5.958607314841775,1,1991,1991,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,1100.0,5.958607314841775,1,1991,1991,1
COCCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCCOC,1100.0,5.958607314841775,1,2000,2000,1
O=C(/C=C/Cn1cccn1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1124.0,5.949233688766958,1,2001,2001,1
COC/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1132.0,5.946153573147747,1,2001,2001,1
