activity_id,assay_chembl_id,assay_type,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
25866103,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5567575,6.64,=,=,IC50,nM,230.0,IC50,uM,0.23
25866104,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5556548,5.33,=,=,IC50,nM,4700.0,IC50,uM,4.7
25866105,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5567954,6.58,=,=,IC50,nM,260.0,IC50,uM,0.26
25866106,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5561612,7.38,=,=,IC50,nM,42.0,IC50,uM,0.042
25866107,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5559367,6.82,=,=,IC50,nM,150.0,IC50,uM,0.15
25866108,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5563422,5.75,=,=,IC50,nM,1760.0,IC50,uM,1.76
25866109,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5517919,,>,>,IC50,nM,15000.0,IC50,uM,15.0
25866110,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5512556,5.36,=,=,IC50,nM,4400.0,IC50,uM,4.4
25866111,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5523462,,>,>,IC50,nM,28000.0,IC50,uM,28.0
25866112,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5567814,5.33,=,=,IC50,nM,4700.0,IC50,uM,4.7
25866113,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5568213,5.35,=,=,IC50,nM,4500.0,IC50,uM,4.5
25866114,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5517918,,>,>,IC50,nM,29000.0,IC50,uM,29.0
25866115,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5555813,5.43,=,=,IC50,nM,3700.0,IC50,uM,3.7
25866116,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5556861,5.64,=,=,IC50,nM,2300.0,IC50,uM,2.3
25866117,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5560466,5.66,=,=,IC50,nM,2200.0,IC50,uM,2.2
25866118,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5568516,5.85,=,=,IC50,nM,1400.0,IC50,uM,1.4
25866119,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5568120,4.85,=,=,IC50,nM,14000.0,IC50,uM,14.0
25866120,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5560320,6.70,=,=,IC50,nM,200.0,IC50,uM,0.2
25866121,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5563485,6.68,=,=,IC50,nM,210.0,IC50,uM,0.21
25866122,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5559069,5.68,=,=,IC50,nM,2100.0,IC50,uM,2.1
25866123,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5560711,5.66,=,=,IC50,nM,2200.0,IC50,uM,2.2
25866124,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5558098,,>,>,IC50,nM,16000.0,IC50,uM,16.0
25866125,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5512543,5.58,=,=,IC50,nM,2600.0,IC50,uM,2.6
25866126,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5542205,6.47,=,=,IC50,nM,340.0,IC50,uM,0.34
25866127,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5537023,6.32,=,=,IC50,nM,480.0,IC50,uM,0.48
25866128,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5559071,6.30,=,=,IC50,nM,500.0,IC50,uM,0.5
25866129,CHEMBL5511551,B,CHEMBL5506057,CHEMBL4650319,7.43,=,=,IC50,nM,37.0,IC50,uM,0.037
25866130,CHEMBL5511551,B,CHEMBL5506057,CHEMBL4650281,7.11,=,=,IC50,nM,77.0,IC50,uM,0.077
25866131,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5562889,,<,>,IC50,nM,851138038.2,pIC50,,0.07
25866132,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5558799,,<,>,IC50,nM,851138038.2,pIC50,,0.07
25866133,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5567575,,<,>,IC50,nM,851138038.2,pIC50,,0.07
25866134,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5556548,,<,>,IC50,nM,851138038.2,pIC50,,0.07
25866135,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5567954,,<,>,IC50,nM,851138038.2,pIC50,,0.07
25866136,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5561612,,<,>,IC50,nM,851138038.2,pIC50,,0.07
25866137,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5559367,,<,>,IC50,nM,851138038.2,pIC50,,0.07
25866138,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5563422,,<,>,IC50,nM,851138038.2,pIC50,,0.07
25866139,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5517919,,<,>,IC50,nM,812830516.16,pIC50,,0.09
25866140,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5512556,,<,>,IC50,nM,812830516.16,pIC50,,0.09
25866141,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5523462,,<,>,IC50,nM,812830516.16,pIC50,,0.09
25866142,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5567814,,<,>,IC50,nM,812830516.16,pIC50,,0.09
25866143,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5568213,,<,>,IC50,nM,812830516.16,pIC50,,0.09
25866144,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5517918,,<,>,IC50,nM,812830516.16,pIC50,,0.09
25866145,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5555813,,<,>,IC50,nM,758577575.03,pIC50,,0.12
25866146,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5556861,,<,>,IC50,nM,758577575.03,pIC50,,0.12
25866147,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5560466,,<,>,IC50,nM,758577575.03,pIC50,,0.12
25866148,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5568516,,<,>,IC50,nM,758577575.03,pIC50,,0.12
25866149,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5568120,,<,>,IC50,nM,676082975.39,pIC50,,0.17
25866150,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5560320,,<,>,IC50,nM,676082975.39,pIC50,,0.17
25866151,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5563485,,<,>,IC50,nM,676082975.39,pIC50,,0.17
25866152,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5559069,,<,>,IC50,nM,676082975.39,pIC50,,0.17
25866153,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5560711,,<,>,IC50,nM,676082975.39,pIC50,,0.17
25866154,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5558098,,<,>,IC50,nM,707945784.38,pIC50,,0.15
25866155,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5512543,,<,>,IC50,nM,707945784.38,pIC50,,0.15
25866156,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5542205,,<,>,IC50,nM,707945784.38,pIC50,,0.15
25866157,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5537023,,<,>,IC50,nM,707945784.38,pIC50,,0.15
25866158,CHEMBL5511551,B,CHEMBL5506057,CHEMBL5559071,,<,>,IC50,nM,707945784.38,pIC50,,0.15
25866159,CHEMBL5511551,B,CHEMBL5506057,CHEMBL4650319,,<,>,IC50,nM,707945784.38,pIC50,,0.15
25866160,CHEMBL5511551,B,CHEMBL5506057,CHEMBL4650281,,<,>,IC50,nM,707945784.38,pIC50,,0.15
25866161,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5562889,5.48,=,=,IC50,nM,3300.0,IC50,uM,3.3
25866162,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5558799,7.03,=,=,IC50,nM,93.0,IC50,uM,0.093
25866163,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5567575,6.72,=,=,IC50,nM,190.0,IC50,uM,0.19
25866164,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5556548,,>,>,IC50,nM,21000.0,IC50,uM,21.0
25866165,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5567954,6.06,=,=,IC50,nM,870.0,IC50,uM,0.87
25866166,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5561612,7.54,=,=,IC50,nM,29.0,IC50,uM,0.029
25866167,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5559367,7.36,=,=,IC50,nM,44.0,IC50,uM,0.044
25866168,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5563422,6.00,=,=,IC50,nM,1000.0,IC50,uM,1.0
25866169,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5517919,6.60,=,=,IC50,nM,250.0,IC50,uM,0.25
25866170,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5512556,7.00,=,=,IC50,nM,100.0,IC50,uM,0.1
25866171,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5523462,6.27,=,=,IC50,nM,540.0,IC50,uM,0.54
25866172,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5567814,7.09,=,=,IC50,nM,82.0,IC50,uM,0.082
25866173,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5568213,7.15,=,=,IC50,nM,71.0,IC50,uM,0.071
25866174,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5517918,6.64,=,=,IC50,nM,230.0,IC50,uM,0.23
25866175,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5555813,6.77,=,=,IC50,nM,170.0,IC50,uM,0.17
25866176,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5556861,7.01,=,=,IC50,nM,98.0,IC50,uM,0.098
25866177,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5560466,7.05,=,=,IC50,nM,90.0,IC50,uM,0.09
25866178,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5568516,7.09,=,=,IC50,nM,81.0,IC50,uM,0.081
25866179,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5568120,5.54,=,=,IC50,nM,2900.0,IC50,uM,2.9
25866180,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5560320,7.48,=,=,IC50,nM,33.0,IC50,uM,0.033
25866181,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5563485,7.54,=,=,IC50,nM,29.0,IC50,uM,0.029
25866182,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5559069,6.68,=,=,IC50,nM,210.0,IC50,uM,0.21
25866183,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5560711,6.54,=,=,IC50,nM,290.0,IC50,uM,0.29
25866184,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5558098,6.66,=,=,IC50,nM,220.0,IC50,uM,0.22
25866185,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5512543,6.58,=,=,IC50,nM,260.0,IC50,uM,0.26
25866186,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5542205,7.05,=,=,IC50,nM,89.0,IC50,uM,0.089
25866187,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5537023,6.92,=,=,IC50,nM,120.0,IC50,uM,0.12
25866188,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5559071,6.89,=,=,IC50,nM,130.0,IC50,uM,0.13
25866189,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5566816,5.26,=,=,IC50,nM,5500.0,IC50,uM,5.5
25866190,CHEMBL5511552,B,CHEMBL5506057,CHEMBL4650319,7.47,=,=,IC50,nM,34.0,IC50,uM,0.034
25866191,CHEMBL5511552,B,CHEMBL5506057,CHEMBL4650281,7.68,=,=,IC50,nM,21.0,IC50,uM,0.021
25866192,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5562889,,<,>,IC50,nM,630957344.48,pIC50,,0.2
25866193,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5558799,,<,>,IC50,nM,630957344.48,pIC50,,0.2
25866194,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5567575,,<,>,IC50,nM,630957344.48,pIC50,,0.2
25866195,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5556548,,<,>,IC50,nM,630957344.48,pIC50,,0.2
25866196,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5567954,,<,>,IC50,nM,630957344.48,pIC50,,0.2
25866197,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5561612,,<,>,IC50,nM,630957344.48,pIC50,,0.2
25866198,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5559367,,<,>,IC50,nM,630957344.48,pIC50,,0.2
25866199,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5563422,,<,>,IC50,nM,630957344.48,pIC50,,0.2
25866200,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5517919,,<,>,IC50,nM,870963589.96,pIC50,,0.06
25866201,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5512556,,<,>,IC50,nM,724435960.07,pIC50,,0.14
25866202,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5523462,,<,>,IC50,nM,724435960.07,pIC50,,0.14
25866203,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5567814,,<,>,IC50,nM,724435960.07,pIC50,,0.14
25866204,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5568213,,<,>,IC50,nM,724435960.07,pIC50,,0.14
25866205,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5517918,,<,>,IC50,nM,724435960.07,pIC50,,0.14
25866206,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5555813,,<,>,IC50,nM,794328234.72,pIC50,,0.1
25866207,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5556861,,<,>,IC50,nM,831763771.1,pIC50,,0.08
25866208,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5560466,,<,>,IC50,nM,794328234.72,pIC50,,0.1
25866209,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5568516,,<,>,IC50,nM,794328234.72,pIC50,,0.1
25866210,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5568120,,<,>,IC50,nM,794328234.72,pIC50,,0.1
25866211,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5560320,,<,>,IC50,nM,794328234.72,pIC50,,0.1
25866212,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5563485,,<,>,IC50,nM,794328234.72,pIC50,,0.1
25866213,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5559069,,<,>,IC50,nM,831763771.1,pIC50,,0.08
25866214,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5560711,,<,>,IC50,nM,794328234.72,pIC50,,0.1
25866215,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5558098,,<,>,IC50,nM,831763771.1,pIC50,,0.08
25866216,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5512543,,<,>,IC50,nM,831763771.1,pIC50,,0.08
25866217,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5542205,,<,>,IC50,nM,870963589.96,pIC50,,0.06
25866218,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5537023,,<,>,IC50,nM,831763771.1,pIC50,,0.08
25866219,CHEMBL5511552,B,CHEMBL5506057,CHEMBL5559071,,<,>,IC50,nM,831763771.1,pIC50,,0.08
25866220,CHEMBL5511552,B,CHEMBL5506057,CHEMBL4650319,,<,>,IC50,nM,870963589.96,pIC50,,0.06
25866221,CHEMBL5511552,B,CHEMBL5506057,CHEMBL4650281,,<,>,IC50,nM,870963589.96,pIC50,,0.06
25866304,CHEMBL5511566,B,CHEMBL5506057,CHEMBL4650319,7.52,=,=,IC50,nM,30.0,IC50,uM,0.03
25866305,CHEMBL5511566,B,CHEMBL5506057,CHEMBL4650281,6.72,=,=,IC50,nM,190.0,IC50,uM,0.19
25866306,CHEMBL5511566,B,CHEMBL5506057,CHEMBL5517919,,>,>,IC50,nM,20000.0,IC50,uM,20.0
25866307,CHEMBL5511566,B,CHEMBL5506057,CHEMBL5542205,5.92,=,=,IC50,nM,1200.0,IC50,uM,1.2
25866308,CHEMBL5511566,B,CHEMBL5506057,CHEMBL5517919,,<,>,IC50,nM,794328234.72,pIC50,,0.1
25866309,CHEMBL5511566,B,CHEMBL5506057,CHEMBL5542205,,<,>,IC50,nM,794328234.72,pIC50,,0.1
25866310,CHEMBL5511566,B,CHEMBL5506057,CHEMBL4650319,,<,>,IC50,nM,794328234.72,pIC50,,0.1
25866311,CHEMBL5511566,B,CHEMBL5506057,CHEMBL4650281,,<,>,IC50,nM,794328234.72,pIC50,,0.1
25866312,CHEMBL5511567,B,CHEMBL5506057,CHEMBL4650319,7.66,=,=,IC50,nM,22.0,IC50,uM,0.022
25866313,CHEMBL5511567,B,CHEMBL5506057,CHEMBL4650281,7.24,=,=,IC50,nM,57.0,IC50,uM,0.057
25866314,CHEMBL5511567,B,CHEMBL5506057,CHEMBL5517919,6.70,=,=,IC50,nM,200.0,IC50,uM,0.2
25866315,CHEMBL5511567,B,CHEMBL5506057,CHEMBL5542205,7.07,=,=,IC50,nM,85.0,IC50,uM,0.085
25866316,CHEMBL5511567,B,CHEMBL5506057,CHEMBL5517919,,<,>,IC50,nM,707945784.38,pIC50,,0.15
25866317,CHEMBL5511567,B,CHEMBL5506057,CHEMBL5542205,,<,>,IC50,nM,707945784.38,pIC50,,0.15
25866318,CHEMBL5511567,B,CHEMBL5506057,CHEMBL4650319,,<,>,IC50,nM,707945784.38,pIC50,,0.15
25866319,CHEMBL5511567,B,CHEMBL5506057,CHEMBL4650281,,<,>,IC50,nM,707945784.38,pIC50,,0.15
25870220,CHEMBL5512286,B,CHEMBL5506072,CHEMBL1873475,7.28,=,=,IC50,nM,52.0,IC50,nM,52.0
25870221,CHEMBL5512286,B,CHEMBL5506072,CHEMBL3989868,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870222,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5523557,5.58,=,=,IC50,nM,2645.0,IC50,nM,2645.0
25870223,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5561503,5.86,=,=,IC50,nM,1396.0,IC50,nM,1396.0
25870224,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5566478,6.13,=,=,IC50,nM,738.0,IC50,nM,738.0
25870225,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5564323,5.91,=,=,IC50,nM,1220.0,IC50,nM,1220.0
25870226,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5518102,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870227,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5557512,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870228,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5549766,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870229,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5555041,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870230,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5527899,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870231,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5559135,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870232,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5563679,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870233,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5563970,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870234,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5561464,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870235,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5557440,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870236,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5557058,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870237,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5567982,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870238,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5556683,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870239,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5559677,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870240,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5557178,5.33,=,=,IC50,nM,4645.0,IC50,nM,4645.0
25870241,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5561933,5.67,=,=,IC50,nM,2146.0,IC50,nM,2146.0
25870242,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5561446,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870243,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5527996,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870244,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5542937,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870245,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5531961,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870246,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5559188,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870247,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5558817,5.38,=,=,IC50,nM,4167.0,IC50,nM,4167.0
25870248,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5542404,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870249,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5523491,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870250,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5542514,5.34,=,=,IC50,nM,4588.0,IC50,nM,4588.0
25870251,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5559752,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870252,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5549855,,>,>,IC50,nM,5000.0,IC50,nM,5000.0
25870253,CHEMBL5512286,B,CHEMBL5506072,CHEMBL5555280,5.34,=,=,IC50,nM,4584.0,IC50,nM,4584.0
25871800,CHEMBL5512964,B,CHEMBL5512602,CHEMBL1079742,8.70,=,=,IC50,nM,2.0,IC50,nM,2.0
25872813,CHEMBL5513412,B,CHEMBL5512614,CHEMBL5564225,,>,>,IC50,nM,20000.0,IC50,uM,20.0
25872814,CHEMBL5513413,B,CHEMBL5512614,CHEMBL5564225,,>,>,IC50,nM,20000.0,IC50,uM,20.0
25873545,CHEMBL5513677,B,CHEMBL5512619,CHEMBL5566405,6.82,=,=,IC50,nM,150.0,IC50,uM,0.15
25873546,CHEMBL5513677,B,CHEMBL5512619,CHEMBL5555592,6.82,=,=,IC50,nM,150.0,IC50,uM,0.15
25873547,CHEMBL5513677,B,CHEMBL5512619,CHEMBL5558907,6.82,=,=,IC50,nM,150.0,IC50,uM,0.15
25873548,CHEMBL5513677,B,CHEMBL5512619,CHEMBL1336,6.96,=,=,IC50,nM,110.0,IC50,uM,0.11
25873549,CHEMBL5513677,B,CHEMBL5512619,CHEMBL5561026,6.66,=,=,IC50,nM,220.0,IC50,uM,0.22
25873550,CHEMBL5513677,B,CHEMBL5512619,CHEMBL5563305,6.66,=,=,IC50,nM,220.0,IC50,uM,0.22
25873551,CHEMBL5513677,B,CHEMBL5512619,CHEMBL5557850,6.66,=,=,IC50,nM,220.0,IC50,uM,0.22
25873552,CHEMBL5513677,B,CHEMBL5512619,CHEMBL5555311,6.66,=,=,IC50,nM,220.0,IC50,uM,0.22
25873553,CHEMBL5513677,B,CHEMBL5512619,CHEMBL5563369,6.66,=,=,IC50,nM,220.0,IC50,uM,0.22
25873554,CHEMBL5513677,B,CHEMBL5512619,CHEMBL5558549,6.66,=,=,IC50,nM,220.0,IC50,uM,0.22
25873555,CHEMBL5513677,B,CHEMBL5512619,CHEMBL5562309,6.66,=,=,IC50,nM,220.0,IC50,uM,0.22
25874340,CHEMBL5514026,B,CHEMBL5512628,CHEMBL5412768,6.24,=,=,IC50,nM,580.0,IC50,nM,580.0
25887840,CHEMBL5518305,B,CHEMBL5518156,CHEMBL4868614,9.32,=,=,IC50,nM,0.48,IC50,nM,0.48
25887841,CHEMBL5518306,B,CHEMBL5518156,CHEMBL4868614,9.31,=,=,IC50,nM,0.49,IC50,nM,0.49
25891711,CHEMBL5519577,B,CHEMBL5518185,CHEMBL3353410,8.47,=,=,IC50,nM,3.38,IC50,nM,3.38
25891712,CHEMBL5519577,B,CHEMBL5518185,CHEMBL5542997,7.79,=,=,IC50,nM,16.2,IC50,nM,16.2
25891713,CHEMBL5519577,B,CHEMBL5518185,CHEMBL5563885,7.46,=,=,IC50,nM,34.43,IC50,nM,34.43
25891714,CHEMBL5519578,B,CHEMBL5518185,CHEMBL3353410,9.29,=,=,IC50,nM,0.51,IC50,nM,0.51
25891715,CHEMBL5519578,B,CHEMBL5518185,CHEMBL5542997,6.67,=,=,IC50,nM,214.2,IC50,nM,214.2
25891716,CHEMBL5519578,B,CHEMBL5518185,CHEMBL5563885,6.05,=,=,IC50,nM,896.7,IC50,nM,896.7
25891717,CHEMBL5519579,B,CHEMBL5518185,CHEMBL3353410,9.80,=,=,IC50,nM,0.16,IC50,nM,0.16
25891718,CHEMBL5519579,B,CHEMBL5518185,CHEMBL5542997,7.36,=,=,IC50,nM,43.95,IC50,nM,43.95
25891719,CHEMBL5519579,B,CHEMBL5518185,CHEMBL5563885,7.14,=,=,IC50,nM,72.27,IC50,nM,72.27
25891720,CHEMBL5519580,B,CHEMBL5518185,CHEMBL3353410,7.28,=,=,IC50,nM,52.28,IC50,nM,52.28
25891721,CHEMBL5519580,B,CHEMBL5518185,CHEMBL5542997,7.79,=,=,IC50,nM,16.06,IC50,nM,16.06
25891722,CHEMBL5519580,B,CHEMBL5518185,CHEMBL5563885,7.42,=,=,IC50,nM,37.95,IC50,nM,37.95
25891723,CHEMBL5519581,B,CHEMBL5518185,CHEMBL3353410,6.80,=,=,IC50,nM,157.6,IC50,nM,157.6
25891724,CHEMBL5519581,B,CHEMBL5518185,CHEMBL5542997,7.93,=,=,IC50,nM,11.81,IC50,nM,11.81
25891725,CHEMBL5519581,B,CHEMBL5518185,CHEMBL5563885,7.57,=,=,IC50,nM,26.68,IC50,nM,26.68
25892740,CHEMBL5519945,B,CHEMBL5518190,CHEMBL5564149,,=,=,IC50,ug.mL-1,47.27,IC50,ug ml-1,47.27
25905130,CHEMBL5523936,B,CHEMBL5523673,CHEMBL5419641,5.45,=,=,IC50,nM,3560.0,IC50,nM,3560.0
25925937,CHEMBL5529483,B,CHEMBL5528037,CHEMBL5556841,6.62,=,=,IC50,nM,242.0,IC50,nM,242.0
25925938,CHEMBL5529483,B,CHEMBL5528037,CHEMBL5556484,,>,>,IC50,nM,10000.0,IC50,nM,10000.0
25942030,CHEMBL5534720,B,CHEMBL5532668,CHEMBL3353410,8.14,=,=,IC50,nM,7.2,IC50,nM,7.2
25942031,CHEMBL5534720,B,CHEMBL5532668,CHEMBL4098072,8.57,=,=,IC50,nM,2.7,IC50,nM,2.7
25947801,CHEMBL5535953,B,CHEMBL5532702,CHEMBL5573322,4.49,=,=,IC50,nM,32360.0,IC50,uM,32.36
25947802,CHEMBL5535953,B,CHEMBL5532702,CHEMBL185,,,,IC50,,,IC50,,
25947803,CHEMBL5535953,B,CHEMBL5532702,CHEMBL1336,5.74,=,=,IC50,nM,1830.0,IC50,uM,1.83
25947804,CHEMBL5535953,B,CHEMBL5532702,CHEMBL5569412,5.82,=,=,IC50,nM,1530.0,IC50,uM,1.53
25947805,CHEMBL5535953,B,CHEMBL5532702,CHEMBL5575693,5.52,=,=,IC50,nM,3010.0,IC50,uM,3.01
25947806,CHEMBL5535953,B,CHEMBL5532702,CHEMBL5590915,5.51,=,=,IC50,nM,3090.0,IC50,uM,3.09
