source_dataset,source_record_id,smiles_canonical,ic50_nm,pIC50,year,year_source,year_confidence,molecule_chembl_id,document_chembl_id,bindingdb_reactant_set_id
chembl,32260,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,41.0,7.387216143280264,2002.0,document_chembl_id,0.95,CHEMBL68920,CHEMBL1134862,
chembl,32263,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,300.0,6.522878745280337,2002.0,document_chembl_id,0.95,CHEMBL68920,CHEMBL1134862,
chembl,32265,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,7820.0,5.106793246940152,2002.0,document_chembl_id,0.95,CHEMBL68920,CHEMBL1134862,
chembl,32267,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,170.0,6.769551078621726,2002.0,document_chembl_id,0.95,CHEMBL69960,CHEMBL1134862,
chembl,32270,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,40.0,7.397940008672037,2002.0,document_chembl_id,0.95,CHEMBL69960,CHEMBL1134862,
chembl,32272,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,440.0,6.356547323513812,2002.0,document_chembl_id,0.95,CHEMBL69960,CHEMBL1134862,
chembl,32680,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,9300.0,5.031517051446064,2003.0,document_chembl_id,0.95,CHEMBL137635,CHEMBL1145114,
chembl,32780,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],96000.0,4.017728766960432,1989.0,document_chembl_id,0.95,CHEMBL77085,CHEMBL1124610,
chembl,33406,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,5310.0,5.274905478918531,2002.0,document_chembl_id,0.95,CHEMBL443268,CHEMBL1134862,
chembl,34041,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,125.0,6.903089986991944,1989.0,document_chembl_id,0.95,CHEMBL76589,CHEMBL1124610,
chembl,34049,N#CC(C#N)=Cc1ccc(O)c(O)c1,35000.0,4.455931955649724,1989.0,document_chembl_id,0.95,CHEMBL76904,CHEMBL1124610,
chembl,34669,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,0.45,9.346787486224656,2002.0,document_chembl_id,0.95,CHEMBL304271,CHEMBL1134862,
chembl,35294,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,10000.0,5.0,1989.0,document_chembl_id,0.95,CHEMBL296407,CHEMBL1124610,
chembl,35296,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1,60000.0,4.221848749616356,1989.0,document_chembl_id,0.95,CHEMBL309625,CHEMBL1124610,
chembl,36518,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,3000.0,5.522878745280337,1989.0,document_chembl_id,0.95,CHEMBL310798,CHEMBL1124610,
chembl,37510,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,8000.0,5.096910013008056,2003.0,document_chembl_id,0.95,CHEMBL135592,CHEMBL1145114,
chembl,42300,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,14.0,7.853871964321762,2003.0,document_chembl_id,0.95,CHEMBL136491,CHEMBL1145114,
chembl,44685,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,1000.0,6.0,2003.0,document_chembl_id,0.95,CHEMBL336113,CHEMBL1145114,
chembl,44690,C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,100.0,7.0,2003.0,document_chembl_id,0.95,CHEMBL133024,CHEMBL1145114,
chembl,44695,CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,13350.0,4.874518734299406,2003.0,document_chembl_id,0.95,CHEMBL344652,CHEMBL1145114,
chembl,44886,O=CN/C=C/c1cc(O)ccc1O,14000.0,4.853871964321762,1989.0,document_chembl_id,0.95,CHEMBL47986,CHEMBL1124610,
chembl,45867,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,238.0,6.623423042943488,2003.0,document_chembl_id,0.95,CHEMBL138125,CHEMBL1145114,
chembl,45872,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,64.0,7.1938200260161125,2003.0,document_chembl_id,0.95,CHEMBL137364,CHEMBL1145114,
chembl,46694,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1,22.0,7.657577319177793,2002.0,document_chembl_id,0.95,CHEMBL302552,CHEMBL1134862,
chembl,47278,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,13500.0,4.8696662315049934,1989.0,document_chembl_id,0.95,CHEMBL309598,CHEMBL1124610,
chembl,47933,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,4.5,8.346787486224656,2002.0,document_chembl_id,0.95,CHEMBL67057,CHEMBL1134862,
chembl,47936,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,100.0,7.0,2002.0,document_chembl_id,0.95,CHEMBL67057,CHEMBL1134862,
chembl,48459,Nc1ccc2ncnc(NCc3ccccc3)c2c1,508.0,6.29413628771608,2003.0,document_chembl_id,0.95,CHEMBL332096,CHEMBL1145114,
chembl,49320,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C,200.0,6.698970004336019,2002.0,document_chembl_id,0.95,CHEMBL432903,CHEMBL1134862,
chembl,49323,Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,210.0,6.6777807052660805,2002.0,document_chembl_id,0.95,CHEMBL69964,CHEMBL1134862,
chembl,49326,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,1410.0,5.85078088734462,2002.0,document_chembl_id,0.95,CHEMBL65848,CHEMBL1134862,
chembl,49329,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,5000.0,5.301029995663981,2002.0,document_chembl_id,0.95,CHEMBL65848,CHEMBL1134862,
chembl,49331,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,4320.0,5.364516253185088,2002.0,document_chembl_id,0.95,CHEMBL65848,CHEMBL1134862,
chembl,49988,N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,47000.0,4.327902142064283,1989.0,document_chembl_id,0.95,CHEMBL76985,CHEMBL1124610,
chembl,50668,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,6.5,8.187086643357144,2002.0,document_chembl_id,0.95,CHEMBL69629,CHEMBL1134862,
chembl,50671,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,40.0,7.397940008672037,2002.0,document_chembl_id,0.95,CHEMBL69629,CHEMBL1134862,
chembl,50673,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,2050.0,5.688246138944246,2002.0,document_chembl_id,0.95,CHEMBL69629,CHEMBL1134862,
chembl,51141,CN(c1ccccc1)c1ncnc2ccc(N)cc12,8400.0,5.075720713938118,2003.0,document_chembl_id,0.95,CHEMBL136492,CHEMBL1145114,
chembl,53212,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,13.0,7.886056647693163,2002.0,document_chembl_id,0.95,CHEMBL66570,CHEMBL1134862,
chembl,53215,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,200.0,6.698970004336019,2002.0,document_chembl_id,0.95,CHEMBL66570,CHEMBL1134862,
chembl,53217,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,7500.0,5.1249387366083,2002.0,document_chembl_id,0.95,CHEMBL66570,CHEMBL1134862,
chembl,53761,N#CC(C#N)=Cc1ccc(C=O)cc1,60000.0,4.221848749616356,1989.0,document_chembl_id,0.95,CHEMBL311119,CHEMBL1124610,
chembl,53763,N#CC(C#N)=Cc1cc(O)cc(O)c1,37000.0,4.431798275933005,1989.0,document_chembl_id,0.95,CHEMBL76905,CHEMBL1124610,
chembl,54402,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,29.0,7.537602002101044,2002.0,document_chembl_id,0.95,CHEMBL305194,CHEMBL1134862,
chembl,54990,COc1cc(C=C(C#N)C#N)cc(O)c1O,6000.0,5.221848749616356,1989.0,document_chembl_id,0.95,CHEMBL80155,CHEMBL1124610,
chembl,56107,Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,200.0,6.698970004336019,2003.0,document_chembl_id,0.95,CHEMBL343352,CHEMBL1145114,
chembl,57335,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,44.0,7.356547323513812,2003.0,document_chembl_id,0.95,CHEMBL52765,CHEMBL1145114,
chembl,57445,N#C/C(=C/c1cc(O)ccc1O)C(=O)O,75000.0,4.1249387366083,1989.0,document_chembl_id,0.95,CHEMBL76642,CHEMBL1124610,
chembl,58119,Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,4.7,8.327902142064282,2002.0,document_chembl_id,0.95,CHEMBL308645,CHEMBL1134862,
chembl,58122,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,1.8,8.744727494896694,2002.0,document_chembl_id,0.95,CHEMBL67003,CHEMBL1134862,
chembl,58125,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,100.0,7.0,2002.0,document_chembl_id,0.95,CHEMBL67003,CHEMBL1134862,
chembl,61241,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,11.0,7.958607314841775,2003.0,document_chembl_id,0.95,CHEMBL134312,CHEMBL1145114,
chembl,61373,CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O,55000.0,4.259637310505756,1989.0,document_chembl_id,0.95,CHEMBL77243,CHEMBL1124610,
chembl,61374,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O,1200.0,5.920818753952375,1989.0,document_chembl_id,0.95,CHEMBL80745,CHEMBL1124610,
chembl,62047,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,2.8,8.55284196865778,2002.0,document_chembl_id,0.95,CHEMBL305246,CHEMBL1134862,
chembl,62050,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,100.0,7.0,2002.0,document_chembl_id,0.95,CHEMBL305246,CHEMBL1134862,
chembl,62052,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,750.0,6.1249387366083,2002.0,document_chembl_id,0.95,CHEMBL305246,CHEMBL1134862,
chembl,62054,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,18.0,7.744727494896693,2002.0,document_chembl_id,0.95,CHEMBL69966,CHEMBL1134862,
chembl,62057,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,40.0,7.397940008672037,2002.0,document_chembl_id,0.95,CHEMBL69966,CHEMBL1134862,
chembl,62059,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,620.0,6.207608310501746,2002.0,document_chembl_id,0.95,CHEMBL69966,CHEMBL1134862,
chembl,62149,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,3200.0,5.494850021680094,2000.0,document_chembl_id,0.95,CHEMBL47940,CHEMBL1132739,
chembl,63367,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,1.2,8.920818753952375,2002.0,document_chembl_id,0.95,CHEMBL69358,CHEMBL1134862,
chembl,63370,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,200.0,6.698970004336019,2002.0,document_chembl_id,0.95,CHEMBL69358,CHEMBL1134862,
chembl,63372,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,1290.0,5.889410289700751,2002.0,document_chembl_id,0.95,CHEMBL69358,CHEMBL1134862,
chembl,63847,C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,200.0,6.698970004336019,2003.0,document_chembl_id,0.95,CHEMBL137189,CHEMBL1145114,
chembl,63852,C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,39.0,7.4089353929735005,2003.0,document_chembl_id,0.95,CHEMBL137617,CHEMBL1145114,
chembl,63857,CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1,482.0,6.31695296176115,2003.0,document_chembl_id,0.95,CHEMBL137027,CHEMBL1145114,
chembl,64040,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1,800.0,6.096910013008056,1989.0,document_chembl_id,0.95,CHEMBL78257,CHEMBL1124610,
chembl,65265,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c(O)c1,2500.0,5.6020599913279625,1989.0,document_chembl_id,0.95,CHEMBL309334,CHEMBL1124610,
chembl,66030,Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,410.0,6.3872161432802645,2002.0,document_chembl_id,0.95,CHEMBL304971,CHEMBL1134862,
chembl,66033,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,5.9,8.229147988357855,2002.0,document_chembl_id,0.95,CHEMBL69071,CHEMBL1134862,
chembl,66037,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,2580.0,5.58838029403677,2002.0,document_chembl_id,0.95,CHEMBL69071,CHEMBL1134862,
chembl,66490,CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,38.0,7.42021640338319,2003.0,document_chembl_id,0.95,CHEMBL137534,CHEMBL1145114,
chembl,66495,C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1,335.0,6.474955192963154,2003.0,document_chembl_id,0.95,CHEMBL137788,CHEMBL1145114,
chembl,67606,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1,25.0,7.602059991327962,2003.0,document_chembl_id,0.95,CHEMBL424093,CHEMBL1145114,
chembl,67808,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,2400.0,5.619788758288394,1989.0,document_chembl_id,0.95,CHEMBL77030,CHEMBL1124610,
chembl,68470,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,1.1,8.958607314841775,2002.0,document_chembl_id,0.95,CHEMBL264382,CHEMBL1134862,
chembl,68473,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,200.0,6.698970004336019,2002.0,document_chembl_id,0.95,CHEMBL264382,CHEMBL1134862,
chembl,68475,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,1950.0,5.709965388637482,2002.0,document_chembl_id,0.95,CHEMBL264382,CHEMBL1134862,
chembl,69854,Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O,180.0,6.7447274948966935,2002.0,document_chembl_id,0.95,CHEMBL305782,CHEMBL1134862,
chembl,69857,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,450.0,6.346787486224656,2002.0,document_chembl_id,0.95,CHEMBL308672,CHEMBL1134862,
chembl,69860,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,500.0,6.301029995663981,2002.0,document_chembl_id,0.95,CHEMBL308672,CHEMBL1134862,
chembl,70342,Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1,24.0,7.619788758288394,2003.0,document_chembl_id,0.95,CHEMBL133023,CHEMBL1145114,
chembl,71575,COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,71.0,7.1487416512809245,2003.0,document_chembl_id,0.95,CHEMBL136674,CHEMBL1145114,
chembl,71725,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O,25000.0,4.6020599913279625,1989.0,document_chembl_id,0.95,CHEMBL73820,CHEMBL1124610,
chembl,71728,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,500.0,6.301029995663981,1989.0,document_chembl_id,0.95,CHEMBL77803,CHEMBL1124610,
chembl,78012,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)c1,8880.0,5.051587034221399,2000.0,document_chembl_id,0.95,CHEMBL432941,CHEMBL1133768,
chembl,81208,COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl,3000.0,5.522878745280337,2002.0,document_chembl_id,0.95,CHEMBL322395,CHEMBL1134917,
chembl,84549,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,56500.0,4.247951552180561,2000.0,document_chembl_id,0.95,CHEMBL431996,CHEMBL1133768,
chembl,98667,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,29100.0,4.536107011014093,2000.0,document_chembl_id,0.95,CHEMBL86531,CHEMBL1133768,
chembl,105738,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,4.2,8.3767507096021,2001.0,document_chembl_id,0.95,CHEMBL138691,CHEMBL1134843,
chembl,105739,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2282.0,5.641684359917804,2001.0,document_chembl_id,0.95,CHEMBL138691,CHEMBL1134843,
chembl,106119,Cc1cccc(Nc2ncnc3cnc(N(C)C)nc23)c1,4.0,8.397940008672037,1997.0,document_chembl_id,0.95,CHEMBL52829,CHEMBL1130057,
chembl,106120,Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1,380.0,6.42021640338319,1997.0,document_chembl_id,0.95,CHEMBL52823,CHEMBL1130057,
chembl,106877,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,3.3,8.481486060122112,2001.0,document_chembl_id,0.95,CHEMBL139307,CHEMBL1134843,
chembl,106878,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,194.0,6.7121982700697735,2001.0,document_chembl_id,0.95,CHEMBL139307,CHEMBL1134843,
chembl,107298,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,200.0,6.698970004336019,1998.0,document_chembl_id,0.95,CHEMBL322298,CHEMBL1131066,
chembl,107302,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,670.0,6.173925197299173,1998.0,document_chembl_id,0.95,CHEMBL111434,CHEMBL1131066,
chembl,107306,COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,30.0,7.522878745280337,1998.0,document_chembl_id,0.95,CHEMBL111197,CHEMBL1131066,
chembl,107990,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,0.81,9.09151498112135,2001.0,document_chembl_id,0.95,CHEMBL136058,CHEMBL1134843,
chembl,107991,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,8.8,8.05551732784983,2001.0,document_chembl_id,0.95,CHEMBL136058,CHEMBL1134843,
chembl,107993,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,8.8,8.05551732784983,2001.0,document_chembl_id,0.95,CHEMBL136058,CHEMBL1134843,
chembl,108323,COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,3.8,8.42021640338319,1997.0,document_chembl_id,0.95,CHEMBL51854,CHEMBL1130057,
chembl,108863,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,515.0,6.288192770958808,2002.0,document_chembl_id,0.95,CHEMBL939,CHEMBL1135208,
chembl,108868,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,850.0,6.070581074285707,2002.0,document_chembl_id,0.95,CHEMBL95320,CHEMBL1135208,
chembl,109692,Cc1cccc(Nc2ncnc3cnc(N)nc23)c1,17.0,7.769551078621726,1997.0,document_chembl_id,0.95,CHEMBL298931,CHEMBL1130057,
chembl,110218,COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12,6500.0,5.187086643357144,1994.0,document_chembl_id,0.95,CHEMBL292323,CHEMBL1127560,
chembl,110240,COC(=O)c1cccc(NCc2cc(O)ccc2O)c1,9000.0,5.045757490560675,1993.0,document_chembl_id,0.95,CHEMBL334334,CHEMBL1127084,
chembl,110479,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,1.5,8.823908740944319,2001.0,document_chembl_id,0.95,CHEMBL545315,CHEMBL1134843,
chembl,110480,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.4,8.130768280269024,2001.0,document_chembl_id,0.95,CHEMBL545315,CHEMBL1134843,
chembl,110482,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.4,8.130768280269024,2001.0,document_chembl_id,0.95,CHEMBL545315,CHEMBL1134843,
chembl,111014,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,1300.0,5.886056647693163,1998.0,document_chembl_id,0.95,CHEMBL111365,CHEMBL1131066,
chembl,111131,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,4.3,8.366531544420413,1997.0,document_chembl_id,0.95,CHEMBL52591,CHEMBL1130057,
chembl,111721,COC(=O)c1cc(NCc2ccccc2O)ccc1O,20000.0,4.698970004336019,1993.0,document_chembl_id,0.95,CHEMBL132907,CHEMBL1127084,
chembl,111935,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.5,8.823908740944319,2001.0,document_chembl_id,0.95,CHEMBL422292,CHEMBL1134843,
chembl,111936,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,51.0,7.292429823902063,2001.0,document_chembl_id,0.95,CHEMBL422292,CHEMBL1134843,
chembl,112452,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,250.0,6.6020599913279625,1998.0,document_chembl_id,0.95,CHEMBL113023,CHEMBL1131066,
chembl,112518,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,2.9,8.537602002101044,1997.0,document_chembl_id,0.95,CHEMBL417420,CHEMBL1130057,
chembl,113112,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,10000.0,5.0,1994.0,document_chembl_id,0.95,CHEMBL304414,CHEMBL1127560,
chembl,113789,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,4500.0,5.346787486224656,1998.0,document_chembl_id,0.95,CHEMBL106232,CHEMBL1131066,
chembl,113793,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,90.0,7.045757490560675,1998.0,document_chembl_id,0.95,CHEMBL327127,CHEMBL1131066,
chembl,113901,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,0.81,9.09151498112135,1997.0,document_chembl_id,0.95,CHEMBL294475,CHEMBL1130057,
chembl,113902,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,3.1,8.508638306165727,1997.0,document_chembl_id,0.95,CHEMBL294475,CHEMBL1130057,
chembl,114538,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,850.0,6.070581074285707,1994.0,document_chembl_id,0.95,CHEMBL293261,CHEMBL1127560,
chembl,115064,CNc1ncc2ncnc(Nc3ccccc3)c2n1,13.0,7.886056647693163,1997.0,document_chembl_id,0.95,CHEMBL53310,CHEMBL1130057,
chembl,115581,O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21,2500.0,5.6020599913279625,1994.0,document_chembl_id,0.95,CHEMBL267019,CHEMBL1127678,
chembl,115911,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.7,9.154901959985745,2001.0,document_chembl_id,0.95,CHEMBL285063,CHEMBL1134843,
chembl,115912,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.7,8.568636235841012,2001.0,document_chembl_id,0.95,CHEMBL285063,CHEMBL1134843,
